,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry
1417,1434,N102,33.062,LRP033,23.6836663,91.0210827,,KmPost,,link,287.9999999999967,1001417,,,Unknown,,N102LRP033,N102LRP0,POINT (91.0210827 23.6836663)
1418,1435,N102,33.137,LRP033a,23.684083,91.0217216,BS,Bridge,,bridge,75.00000000000284,1001418,,C,Unknown,9.2,N102LRP033a,N102LRP0,POINT (91.0217216 23.684083)
1419,1436,N102,33.149,LRP033b,23.6841386,91.0217771,BE,Bridge,,link,12.000000000000455,1001419,,,Unknown,,N102LRP033b,N102LRP0,POINT (91.0217771 23.6841386)
1420,1437,N102,33.748,LRP033c,23.684583,91.0264716,BS,Bridge,,bridge,598.9999999999966,1001420,,A,Unknown,9.4,N102LRP033c,N102LRP0,POINT (91.0264716 23.684583)
1421,1438,N102,33.758,LRP033d,23.6872497,91.0265271,BE,Bridge,,link,10.000000000005116,1001421,,,Unknown,,N102LRP033d,N102LRP0,POINT (91.0265271 23.6872497)
1422,1439,N102,34.068,LRP034,23.689083,91.0288327,,KmPost,,link,309.99999999999517,1001422,,,Unknown,,N102LRP034,N102LRP0,POINT (91.0288327 23.689083)
1423,1440,N102,34.086,LRP034a,23.6891386,91.0289438,,Culvert,,bridge,18.000000000000682,1001423,,C,Unknown,3.0,N102LRP034a,N102LRP0,POINT (91.0289438 23.6891386)
1424,1441,N102,34.642,LRP034b,23.6922497,91.033166,,Culvert,,bridge,556.0000000000045,1001424,,A,Unknown,9.5,N102LRP034b,N102LRP0,POINT (91.033166 23.6922497)
1425,1442,N102,35.053,LRP035,23.694583,91.0366386,,KmPost,,link,410.99999999999426,1001425,,,Unknown,,N102LRP035,N102LRP0,POINT (91.0366386 23.694583)
1426,1443,N102,35.227,LRP035a,23.6955552,91.0379441,BS,Bridge,,bridge,173.9999999999995,1001426,,C,Unknown,35.5,N102LRP035a,N102LRP0,POINT (91.0379441 23.6955552)
1427,1444,N102,35.581,LRP035b,23.6957774,91.0382774,BE,Bridge,,link,354.0000000000063,1001427,,,Unknown,,N102LRP035b,N102LRP0,POINT (91.0382774 23.6957774)
1428,1445,N102,36.035,LRP035c,23.6999441,91.0441386,BS,Bridge,,bridge,453.9999999999935,1001428,,B,Unknown,9.3,N102LRP035c,N102LRP0,POINT (91.0441386 23.6999441)
1429,1446,N102,36.05,LRP035d,23.7,91.0441941,BE,Bridge,,link,15.000000000000568,1001429,,,Unknown,,N102LRP035d,N102LRP0,POINT (91.0441941 23.7)
1430,1447,N102,36.086,LRP036,23.7002778,91.0444719,,KmPost,,link,36.000000000001364,1001430,,,Unknown,,N102LRP036,N102LRP0,POINT (91.0444719 23.7002778)
1431,1448,N102,36.322,LRP036a,23.7014722,91.0462219,,Culvert,,bridge,236.0000000000042,1001431,,A,Unknown,6.5,N102LRP036a,N102LRP0,POINT (91.0462219 23.7014722)
1432,1449,N102,36.811,LRP036b,23.7042222,91.05,BS,Bridge,,bridge,488.9999999999972,1001432,,A,Unknown,12.2,N102LRP036b,N102LRP0,POINT (91.05 23.7042222)
1433,1450,N102,36.828,LRP036c,23.7043333,91.0500833,BE,Bridge,,link,17.000000000003013,1001433,,,Unknown,,N102LRP036c,N102LRP0,POINT (91.0500833 23.7043333)
1434,1451,N102,36.995,LRP036d,23.70525,91.0513333,BS,Bridge,,bridge,166.9999999999945,1001434,,A,Unknown,12.2,N102LRP036d,N102LRP0,POINT (91.0513333 23.70525)
1435,1452,N102,37.007,LRP036e,23.705345235164835,91.05145784945054,BE,Bridge,,link,12.000000000000455,1001435,,,Unknown,,N102LRP036e,N102LRP0,POINT (91.05145784945054 23.705345235164835)
1436,1453,N102,37.086,LRP037,23.7059722,91.0522778,,KmPost,,link,79.00000000000063,1001436,,,Unknown,,N102LRP037,N102LRP0,POINT (91.0522778 23.7059722)
1437,1454,N102,37.507,LRP037a,23.7083056,91.05525,BS,Bridge,,bridge,420.9999999999994,1001437,,C,Unknown,12.6,N102LRP037a,N102LRP0,POINT (91.05525 23.7083056)
1438,1455,N102,37.518,LRP037b,23.7083611,91.0553333,BE,Bridge,,link,11.000000000002785,1001438,,,Unknown,,N102LRP037b,N102LRP0,POINT (91.0553333 23.7083611)
1439,1456,N102,38.05,LRP037c,23.7117222,91.0592778,,Culvert,,bridge,531.9999999999965,1001439,,A,Unknown,4.8,N102LRP037c,N102LRP0,POINT (91.0592778 23.7117222)
1440,1457,N102,38.076,LRP038,23.7118333,91.0593889,,KmPost,,link,26.000000000003354,1001440,,,Unknown,,N102LRP038,N102LRP0,POINT (91.0593889 23.7118333)
1441,1458,N102,38.458,LRP038a,23.7142222,91.0624444,,"SideRoad,Right",,link,381.9999999999979,1001441,,,Unknown,,N102LRP038a,N102LRP0,POINT (91.0624444 23.7142222)
1442,1459,N102,38.567,LRP038b,23.7148611,91.0632222,BS,Bridge,,bridge,109.00000000000176,1001442,,A,Unknown,12.5,N102LRP038b,N102LRP0,POINT (91.0632222 23.7148611)
1443,1460,N102,38.591,LRP038c,23.7149444,91.0633056,BE,Bridge,,link,24.00000000000091,1001443,,,Unknown,,N102LRP038c,N102LRP0,POINT (91.0633056 23.7149444)
1444,1461,N102,39.04,LRP038d,23.717618285562637,91.06656204161358,,Culvert,,bridge,448.99999999999807,1001444,,A,Unknown,6.2,N102LRP038d,N102LRP0,POINT (91.06656204161358 23.717618285562637)
1445,1462,N102,39.062,LRP039,23.7177493,91.0667216,,KmPost,,link,21.999999999998465,1001445,,,Unknown,,N102LRP039,N102LRP0,POINT (91.0667216 23.7177493)
1446,1463,N102,39.784,LRP039a,23.7219993,91.0720271,BS,Bridge,,bridge,722.0000000000014,1001446,,B,Unknown,17.2,N102LRP039a,N102LRP0,POINT (91.0720271 23.7219993)
1447,1464,N102,39.81,LRP039b,23.722166,91.072166,BE,Bridge,,link,26.000000000003354,1001447,,,Unknown,,N102LRP039b,N102LRP0,POINT (91.072166 23.722166)
1448,1465,N102,40.066,LRP040,23.7235271,91.0741104,,KmPost,,link,256.0000000000002,1001448,,,Unknown,,N102LRP040,N102LRP0,POINT (91.0741104 23.7235271)
1449,1466,N102,40.36,LRP040a,23.7250827,91.0765271,,Others / Others,,link,293.99999999999693,1001449,,,Unknown,,N102LRP040a,N102LRP0,POINT (91.0765271 23.7250827)
1450,1467,N102,40.402,LRP040b,23.7255549,91.077166,,Bridge / Bridge,,bridge,42.00000000000159,1001450,,A,Unknown,1.5,N102LRP040b,N102LRP0,POINT (91.077166 23.7255549)
1451,1468,N102,41.066,LRP041,23.7303327,91.0799438,,KmPost,,link,664.0000000000015,1001451,,,Unknown,,N102LRP041,N102LRP0,POINT (91.0799438 23.7303327)
1452,1469,N102,41.389,LRP041a,23.7329438,91.0811938,,Culvert,,bridge,323.0000000000004,1001452,,B,Unknown,12.3,N102LRP041a,N102LRP0,POINT (91.0811938 23.7329438)
1453,1470,N102,42.079,LRP042,23.7388052,91.0839997,,KmPost,,link,689.9999999999977,1001453,,,Unknown,,N102LRP042,N102LRP0,POINT (91.0839997 23.7388052)
1454,1471,N102,43.079,LRP043,23.7468052,91.088333,,KmPost,,link,1000.0,1001454,,,Unknown,,N102LRP043,N102LRP0,POINT (91.088333 23.7468052)
1455,1472,N102,43.792,LRP043a,23.7511944,91.0933886,,Others,,link,713.0000000000009,1001455,,,Unknown,,N102LRP043a,N102LRP0,POINT (91.0933886 23.7511944)
1456,1473,N102,43.825,LRP043b,23.7513611,91.0936386,,Culvert,,bridge,33.00000000000125,1001456,,A,Unknown,1.5,N102LRP043b,N102LRP0,POINT (91.0936386 23.7513611)
1457,1474,N102,44.007,LRP043c,23.7525556,91.094833,,CrossRoad,,link,181.99999999999505,1001457,,,Unknown,,N102LRP043c,N102LRP0,POINT (91.094833 23.7525556)
1458,1475,N102,44.079,LRP044,23.7530556,91.0953886,,KmPost,,link,72.00000000000273,1001458,,,Unknown,,N102LRP044,N102LRP0,POINT (91.0953886 23.7530556)
1459,1476,N102,44.481,LRP044a,23.7554167,91.0981386,BS,Bridge,,bridge,402.000000000001,1001459,,A,Unknown,46.5,N102LRP044a,N102LRP0,POINT (91.0981386 23.7554167)
1460,1477,N102,44.521,LRP044b,23.7556389,91.0984163,BE,Bridge,,link,39.99999999999915,1001460,,,Unknown,,N102LRP044b,N102LRP0,POINT (91.0984163 23.7556389)
1461,1478,N102,44.809,LRP044c,23.75724898301887,91.1003286018868,BS,Bridge,,bridge,287.9999999999967,1001461,,B,Unknown,18.6,N102LRP044c,N102LRP0,POINT (91.1003286018868 23.75724898301887)
1462,1479,N102,44.839,LRP044d,23.7574167,91.1005278,BE,Bridge,,link,30.000000000001137,1001462,,,Unknown,,N102LRP044d,N102LRP0,POINT (91.1005278 23.7574167)
1463,1480,N102,45.079,LRP045,23.7589444,91.1023056,,KmPost,,link,240.000000000002,1001463,,,Unknown,,N102LRP045,N102LRP0,POINT (91.1023056 23.7589444)
1464,1481,N102,45.399,LRP045a,23.7611111,91.1048056,,Culvert,,bridge,320.0000000000003,1001464,,A,Unknown,6.0,N102LRP045a,N102LRP0,POINT (91.1048056 23.7611111)
1465,1482,N102,46.111,LRP046,23.7654722,91.1098056,,KmPost,,link,711.9999999999961,1001465,,,Unknown,,N102LRP046,N102LRP0,POINT (91.1098056 23.7654722)
1466,1483,N102,46.826,LRP046a,23.76984916734694,91.11480456870748,BS,Bridge,,bridge,715.0000000000034,1001466,,A,Unknown,17.0,N102LRP046a,N102LRP0,POINT (91.11480456870748 23.76984916734694)
1467,1484,N102,46.846,LRP046b,23.7699716,91.1149444,BE,Bridge,,link,19.99999999999602,1001467,,,Unknown,,N102LRP046b,N102LRP0,POINT (91.1149444 23.7699716)
1468,1485,N102,47.072,LRP047,23.771416,91.1166111,,KmPost,,link,226.0000000000062,1001468,,,Unknown,,N102LRP047,N102LRP0,POINT (91.1166111 23.771416)
1469,1486,N102,47.654,LRP047a,23.7749993,91.1206938,,Culvert,,bridge,582.0000000000007,1001469,,C,Unknown,12.0,N102LRP047a,N102LRP0,POINT (91.1206938 23.7749993)
1470,1487,N102,48.119,LRP048,23.7779438,91.1240827,,KmPost,,link,464.9999999999963,1001470,,,Unknown,,N102LRP048,N102LRP0,POINT (91.1240827 23.7779438)
1471,1488,N102,48.743,LRP048a,23.7816382,91.128666,,Culvert,,bridge,624.0000000000023,1001471,,B,Unknown,12.6,N102LRP048a,N102LRP0,POINT (91.128666 23.7816382)
1472,1489,N102,49.119,LRP049,23.783583,91.1317493,,KmPost,,link,375.99999999999767,1001472,,,Unknown,,N102LRP049,N102LRP0,POINT (91.1317493 23.783583)
1473,1490,N102,49.289,LRP049a,23.7844441,91.1330827,BS,Bridge,,bridge,170.0000000000017,1001473,,B,Unknown,16.06,N102LRP049a,N102LRP0,POINT (91.1330827 23.7844441)
1474,1491,N102,49.308,LRP049b,23.7845274,91.1332216,BE,Bridge,,link,18.99999999999835,1001474,,,Unknown,,N102LRP049b,N102LRP0,POINT (91.1332216 23.7845274)
1475,1492,N102,50.119,LRP050,23.7887219,91.1397219,,KmPost,,link,811.0,1001475,,,Unknown,,N102LRP050,N102LRP0,POINT (91.1397219 23.7887219)
1476,1493,N102,50.628,LRP050a,23.7913608,91.1437497,,Culvert,,bridge,509.00000000000034,1001476,,A,Unknown,12.2,N102LRP050a,N102LRP0,POINT (91.1437497 23.7913608)
1477,1494,N102,51.0,LRP050b,23.7932774,91.1466941,BS,Bridge,,bridge,371.9999999999999,1001477,,A,Unknown,1.5,N102LRP050b,N102LRP0,POINT (91.1466941 23.7932774)
1478,1495,N102,51.015,LRP050c,23.79335444201681,91.14680965042017,BE,Bridge,,link,15.000000000000568,1001478,,,Unknown,,N102LRP050c,N102LRP0,POINT (91.14680965042017 23.79335444201681)
1479,1496,N102,51.119,LRP051,23.7938886,91.1476108,,KmPost,,link,103.9999999999992,1001479,,,Unknown,,N102LRP051,N102LRP0,POINT (91.1476108 23.7938886)
1480,1497,N102,51.972,LRP051a,23.8008056,91.1501667,,Culvert,,bridge,853.0000000000016,1001480,,A,Unknown,1.5,N102LRP051a,N102LRP0,POINT (91.1501667 23.8008056)
1481,1498,N102,52.119,LRP052,23.8020833,91.1504167,,KmPost,,link,146.99999999999847,1001481,,,Unknown,,N102LRP052,N102LRP0,POINT (91.1504167 23.8020833)
1482,1499,N102,52.65,LRP052a,23.80675,91.1513056,BS,Bridge,,bridge,530.9999999999989,1001482,,A,Unknown,49.65,N102LRP052a,N102LRP0,POINT (91.1513056 23.80675)
1483,1500,N102,52.703,LRP052b,23.8071667,91.1513889,BE,Bridge,,link,53.00000000000438,1001483,,,Unknown,,N102LRP052b,N102LRP0,POINT (91.1513889 23.8071667)
1484,1501,N102,53.119,LRP053,23.8108056,91.1521389,,KmPost,,link,415.9999999999968,1001484,,,Unknown,,N102LRP053,N102LRP0,POINT (91.1521389 23.8108056)
1485,1502,N102,53.447,LRP053a,23.8141944,91.1528889,BS,Bridge,,bridge,328.00000000000296,1001485,,B,Unknown,36.8,N102LRP053a,N102LRP0,POINT (91.1528889 23.8141944)
1486,1503,N102,53.491,LRP053b,23.8145556,91.153,BE,Bridge,,link,43.99999999999693,1001486,,,Unknown,,N102LRP053b,N102LRP0,POINT (91.153 23.8145556)
1487,1504,N102,54.17,LRP054,23.820416,91.15375,,KmPost,,link,679.000000000002,1001487,,,Unknown,,N102LRP054,N102LRP0,POINT (91.15375 23.820416)
1488,1505,N102,55.178,LRP055,23.829328707605637,91.15506456450704,,KmPost,,link,1007.9999999999956,1001488,,,Unknown,,N102LRP055,N102LRP0,POINT (91.15506456450704 23.829328707605637)
1489,1506,N102,55.235,LRP055a,23.8298327,91.1551389,BS,Bridge,,bridge,57.00000000000216,1001489,,B,Unknown,8.7,N102LRP055a,N102LRP0,POINT (91.1551389 23.8298327)
1490,1507,N102,55.249,LRP055b,23.829916,91.1551389,BE,Bridge,,link,14.000000000002899,1001490,,,Unknown,,N102LRP055b,N102LRP0,POINT (91.1551389 23.829916)
1491,1508,N102,55.526,LRP055c,23.8323327,91.1555278,,Culvert,,bridge,277.000000000001,1001491,,A,Unknown,4.6,N102LRP055c,N102LRP0,POINT (91.1555278 23.8323327)
1492,1509,N102,56.178,LRP056,23.8383052,91.1564167,,KmPost,,link,651.9999999999939,1001492,,,Unknown,,N102LRP056,N102LRP0,POINT (91.1564167 23.8383052)
1493,1510,N102,56.321,LRP056a,23.8393608,91.1566111,,"SideRoad,Right",,link,143.00000000000068,1001493,,,Unknown,,N102LRP056a,N102LRP0,POINT (91.1566111 23.8393608)
1494,1511,N102,56.959,LRP056b,23.8450274,91.1571389,BS,Bridge,,bridge,638.0000000000052,1001494,,A,Unknown,167.14,N102LRP056b,N102LRP0,POINT (91.1571389 23.8450274)
1495,1512,N102,57.134,LRP056c,23.8465552,91.1574444,BE,Bridge,,link,174.99999999999716,1001495,,,Unknown,,N102LRP056c,N102LRP0,POINT (91.1574444 23.8465552)
1496,1513,N102,57.178,LRP057,23.8469441,91.1575278,,KmPost,,link,43.99999999999693,1001496,,,Unknown,,N102LRP057,N102LRP0,POINT (91.1575278 23.8469441)
1497,1514,N102,58.178,LRP058,23.85575,91.1591389,,KmPost,,link,1000.0,1001497,,,Unknown,,N102LRP058,N102LRP0,POINT (91.1591389 23.85575)
1498,1515,N102,58.899,LRP058a,23.8606111,91.1552222,BS,Bridge,,bridge,721.0000000000036,1001498,,A,Unknown,34.2,N102LRP058a,N102LRP0,POINT (91.1552222 23.8606111)
1499,1516,N102,58.935,LRP058b,23.8608056,91.1549722,BE,Bridge,,link,36.000000000001364,1001499,,,Unknown,,N102LRP058b,N102LRP0,POINT (91.1549722 23.8608056)
1500,1517,N102,59.178,LRP059,23.8621667,91.1532778,,KmPost,,link,242.999999999995,1001500,,,Unknown,,N102LRP059,N102LRP0,POINT (91.1532778 23.8621667)
1501,1518,N102,59.368,LRP059a,23.8632222,91.1519444,,Culvert,,bridge,190.00000000000483,1001501,,B,Unknown,3.0,N102LRP059a,N102LRP0,POINT (91.1519444 23.8632222)
1502,1519,N102,59.904,LRP059b,23.8663333,91.1479997,BS,Bridge,,bridge,536.0000000000014,1001502,,C,Unknown,16.38,N102LRP059b,N102LRP0,POINT (91.1479997 23.8663333)
1503,1520,N102,59.92,LRP059c,23.8664444,91.1478608,BE,Bridge,,link,15.999999999998238,1001503,,,Unknown,,N102LRP059c,N102LRP0,POINT (91.1478608 23.8664444)
1504,1521,N102,60.178,LRP060,23.8748604,91.1409997,BS,KmPost / Bridge,,bridge,257.99999999999557,1001504,,B,Unknown,27.3,N102LRP060,N102LRP0,POINT (91.1409997 23.8748604)
1505,1522,N102,61.142,LRP060b,23.8750549,91.1408608,BE,Bridge,,link,964.0000000000057,1001505,,,Unknown,,N102LRP060b,N102LRP0,POINT (91.1408608 23.8750549)
1506,1523,N102,61.178,LRP061,23.8752771,91.1405274,,KmPost,,link,35.99999999999426,1001506,,,Unknown,,N102LRP061,N102LRP0,POINT (91.1405274 23.8752771)
1507,1524,N102,62.25,LRP062,23.8843052,91.1353052,,KmPost,,link,1072.0000000000027,1001507,,,Unknown,,N102LRP062,N102LRP0,POINT (91.1353052 23.8843052)
1508,1525,N102,62.419,LRP062a,23.8856941,91.1346941,,"SideRoad,Right",,link,168.99999999999693,1001508,,,Unknown,,N102LRP062a,N102LRP0,POINT (91.1346941 23.8856941)
1509,1526,N102,62.598,LRP062b,23.8840274,91.1340274,,Culvert,,bridge,179.00000000000205,1001509,,A,Unknown,5.5,N102LRP062b,N102LRP0,POINT (91.1340274 23.8840274)
1510,1527,N102,63.265,LRP062c,23.892357146358545,91.1312245987395,,Culvert,,bridge,667.0000000000016,1001510,,A,Unknown,5.6,N102LRP062c,N102LRP0,POINT (91.1312245987395 23.892357146358545)
1511,1528,N102,63.312,LRP063,23.8929441,91.1310271,,KmPost,,link,46.999999999997044,1001511,,,Unknown,,N102LRP063,N102LRP0,POINT (91.1310271 23.8929441)
1512,1529,N102,63.527,LRP063a,23.8946386,91.1300827,BS,Bridge,,bridge,215.0000000000034,1001512,,A,Unknown,21.2,N102LRP063a,N102LRP0,POINT (91.1300827 23.8946386)
1513,1530,N102,63.551,LRP063b,23.894833,91.1299993,BE,Bridge,,link,24.00000000000091,1001513,,,Unknown,,N102LRP063b,N102LRP0,POINT (91.1299993 23.894833)
1514,1531,N102,64.279,LRP064,23.900941803948665,91.12758382043435,,KmPost,,link,727.9999999999944,1001514,,,Unknown,,N102LRP064,N102LRP0,POINT (91.12758382043435 23.900941803948665)
1515,1532,N102,64.564,LRP064a,23.9033333,91.1266382,,"SideRoad,Left",,link,284.9999999999966,1001515,,,Unknown,,N102LRP064a,N102LRP0,POINT (91.1266382 23.9033333)
1516,1533,N102,64.832,LRP064b,23.9056389,91.1258327,BS,Bridge,,bridge,268.0000000000007,1001516,,A,Unknown,48.9,N102LRP064b,N102LRP0,POINT (91.1258327 23.9056389)
1517,1534,N102,64.884,LRP064c,23.9060833,91.1257216,BE,Bridge,,link,52.00000000000671,1001517,,,Unknown,,N102LRP064c,N102LRP0,POINT (91.1257216 23.9060833)
1518,1535,N102,65.279,LRP065,23.9094722,91.1245549,,KmPost,,link,394.999999999996,1001518,,,Unknown,,N102LRP065,N102LRP0,POINT (91.1245549 23.9094722)
1519,1536,N102,65.955,LRP065a,23.9152778,91.122666,,Culvert,,bridge,676.0000000000019,1001519,,A,Unknown,5.6,N102LRP065a,N102LRP0,POINT (91.122666 23.9152778)
1520,1537,N102,66.298,LRP066,23.918166,91.1216938,,KmPost,,link,343.0000000000035,1001520,,,Unknown,,N102LRP066,N102LRP0,POINT (91.1216938 23.918166)
1521,1538,N102,66.958,LRP066a,23.9238049,91.1198327,,Culvert,,bridge,659.9999999999966,1001521,,A,Unknown,5.6,N102LRP066a,N102LRP0,POINT (91.1198327 23.9238049)
1522,1539,N102,67.302,LRP067,23.9268327,91.1188327,,KmPost,,link,344.0000000000083,1001522,,,Unknown,,N102LRP067,N102LRP0,POINT (91.1188327 23.9268327)
1523,1540,N102,67.415,LRP067a,23.9278049,91.1185271,,Culvert,,bridge,112.99999999999955,1001523,,B,Unknown,12.0,N102LRP067a,N102LRP0,POINT (91.1185271 23.9278049)
1524,1541,N102,68.249,LRP067b,23.9348608,91.1161111,,Bridge,,bridge,833.999999999989,1001524,,A,Unknown,1.5,N102LRP067b,N102LRP0,POINT (91.1161111 23.9348608)
1525,1542,N102,68.302,LRP068,23.9354441,91.1161111,,KmPost,,link,53.00000000001148,1001525,,,Unknown,,N102LRP068,N102LRP0,POINT (91.1161111 23.9354441)
1526,1543,N102,68.312,LRP068a,23.9354997,91.1160833,,Bridge,,bridge,9.999999999990905,1001526,,A,Unknown,1.5,N102LRP068a,N102LRP0,POINT (91.1160833 23.9354997)
1527,1544,N102,69.319,LRP069,23.944333,91.116666,,KmPost,,link,1007.000000000005,1001527,,,Unknown,,N102LRP069,N102LRP0,POINT (91.116666 23.944333)
1528,1545,N102,69.905,LRP069a,23.949583,91.1169993,,Culvert,,bridge,585.9999999999985,1001528,,B,Unknown,3.0,N102LRP069a,N102LRP0,POINT (91.1169993 23.949583)
1529,1546,N102,70.365,LRP070,23.9536389,91.1168327,,KmPost,,link,459.99999999999375,1001529,,,Unknown,,N102LRP070,N102LRP0,POINT (91.1168327 23.9536389)
1530,1547,N102,70.557,LRP070a,23.9551944,91.1163889,BS,Bridge,,bridge,192.00000000000728,1001530,,B,Unknown,88.7,N102LRP070a,N102LRP0,POINT (91.1163889 23.9551944)
1531,1548,N102,70.654,LRP070b,23.9561111,91.1160556,BE,Bridge,,link,96.9999999999942,1001531,,,Unknown,,N102LRP070b,N102LRP0,POINT (91.1160556 23.9561111)
1532,1549,N102,70.784,LRP070c,23.9570833,91.1155556,,"SideRoad,Right",,link,130.00000000000966,1001532,,,Unknown,,N102LRP070c,N102LRP0,POINT (91.1155556 23.9570833)
1533,1550,N102,71.365,LRP071,23.9582222,91.1100556,,KmPost,,link,580.9999999999889,1001533,,,Unknown,,N102LRP071,N102LRP0,POINT (91.1100556 23.9582222)
1534,1551,N102,72.365,LRP072,23.96125,91.1020556,,KmPost,,link,1000.0,1001534,,,Unknown,,N102LRP072,N102LRP0,POINT (91.1020556 23.96125)
1535,1552,N102,72.901,LRP072a,23.966,91.1015278,,RailRoadCrossing,,link,536.0000000000014,1001535,,,Unknown,,N102LRP072a,N102LRP0,POINT (91.1015278 23.966)
1536,1553,N102,73.365,LRP073,23.9701382,91.10125,,KmPost,,link,463.99999999999864,1001536,,,Unknown,,N102LRP073,N102LRP0,POINT (91.10125 23.9701382)
1537,1554,N102,73.428,LRP073a,23.97067948041237,91.10119589793814,BS,Bridge,,bridge,63.00000000000239,1001537,,A,Unknown,1.5,N102LRP073a,N102LRP0,POINT (91.10119589793814 23.97067948041237)
1538,1555,N102,73.462,LRP073b,23.9709716,91.1011667,BE,Bridge,,link,34.000000000006025,1001538,,,Unknown,,N102LRP073b,N102LRP0,POINT (91.1011667 23.9709716)
1539,1556,N102,74.365,LRP074,23.9790549,91.1003333,,KmPost,,link,902.9999999999916,1001539,,,Unknown,,N102LRP074,N102LRP0,POINT (91.1003333 23.9790549)
1540,1557,N102,74.69,LRP074a,23.9819438,91.10025,,"SideRoad,Left",,link,325.00000000000284,1001540,,,Unknown,,N102LRP074a,N102LRP0,POINT (91.10025 23.9819438)
1541,1558,N102,75.365,LRP075,23.987583,91.1025278,,KmPost,,link,674.9999999999972,1001541,,,Unknown,,N102LRP075,N102LRP0,POINT (91.1025278 23.987583)
1542,1559,N102,76.365,LRP076,23.9948886,91.1081667,,KmPost,,link,1000.0,1001542,,,Unknown,,N102LRP076,N102LRP0,POINT (91.1081667 23.9948886)
1543,1560,N102,76.599,LRP076a,23.9967497,91.10925,,"SideRoad,Right",,link,234.00000000000887,1001543,,,Unknown,,N102LRP076a,N102LRP0,POINT (91.10925 23.9967497)
1544,1561,N102,76.68,LRP077,23.9974719,91.1093056,,KmPost,,link,81.00000000000307,1001544,,,Unknown,,N102LRP077,N102LRP0,POINT (91.1093056 23.9974719)
1545,1562,N102,77.156,LRP077a,24.0016944,91.1095833,BS,Bridge,,bridge,475.9999999999991,1001545,,B,Unknown,18.3,N102LRP077a,N102LRP0,POINT (91.1095833 24.0016944)
1546,1563,N102,77.178,LRP077b,24.0018611,91.1095556,BE,Bridge,,link,21.99999999999136,1001546,,,Unknown,,N102LRP077b,N102LRP0,POINT (91.1095556 24.0018611)
1547,1564,N102,77.689,LRP078,24.0064444,91.1086389,,KmPost,,link,510.9999999999957,1001547,,,Unknown,,N102LRP078,N102LRP0,POINT (91.1086389 24.0064444)
1548,1565,N102,78.08,LRP078a,24.0098333,91.1093333,,Culvert,,bridge,391.00000000000534,1001548,,A,Unknown,3.0,N102LRP078a,N102LRP0,POINT (91.1093333 24.0098333)
1549,1566,N102,78.465,LRP078b,24.0132778,91.1097222,,Culvert,,bridge,385.0000000000051,1001549,,B,Unknown,6.5,N102LRP078b,N102LRP0,POINT (91.1097222 24.0132778)
1550,1567,N102,78.689,LRP079,24.0152778,91.11,,KmPost,,link,223.99999999998954,1001550,,,Unknown,,N102LRP079,N102LRP0,POINT (91.11 24.0152778)
1551,1568,N102,78.934,LRP079a,24.0173882,91.1103056,,Culvert,,bridge,245.00000000000455,1001551,,A,Unknown,7.0,N102LRP079a,N102LRP0,POINT (91.1103056 24.0173882)
1552,1569,N102,79.699,LRP080,24.0242493,91.1118056,,KmPost,,link,765.0000000000006,1001552,,,Unknown,,N102LRP080,N102LRP0,POINT (91.1118056 24.0242493)
1553,1570,N102,80.073,LRP080a,24.0275271,91.1124444,,Culvert,,bridge,373.9999999999952,1001553,,B,Unknown,3.0,N102LRP080a,N102LRP0,POINT (91.1124444 24.0275271)
1554,1571,N102,80.699,LRP081,24.0330827,91.1129167,,KmPost,,link,626.0000000000048,1001554,,,Unknown,,N102LRP081,N102LRP0,POINT (91.1129167 24.0330827)
1555,1572,N102,81.714,LRP082,24.0421108,91.1139722,,KmPost,,link,1015.0000000000006,1001555,,,Unknown,,N102LRP082,N102LRP0,POINT (91.1139722 24.0421108)
1556,1573,N102,82.133,LRP082a,24.045833,91.1146667,,Culvert,,bridge,418.99999999999693,1001556,,A,Unknown,3.0,N102LRP082a,N102LRP0,POINT (91.1146667 24.045833)
1557,1574,N102,82.682,LRPE,24.0506111,91.1146667,,Others,,intersection,549.0000000000066,1002238,,,Unknown,,N102LRPE,N102LRPE,POINT (91.1146667 24.0506111)
1558,1587,N104,0.0,LRPS,23.0096667,91.3994163,,Others,,intersection,,1000341,,,Unknown,,N104LRPS,N104LRPS,POINT (91.3994163 23.0096667)
1559,1588,N104,0.445,LRPSa,23.0092778,91.3952497,,Culvert,,bridge,445.0,1001559,,A,Unknown,3.65,N104LRPSa,N104LRPS,POINT (91.3952497 23.0092778)
1560,1589,N104,1.0,LRP001,23.0093056,91.3898052,,KmPost,,link,554.9999999999999,1001560,,,Unknown,,N104LRP001,N104LRP0,POINT (91.3898052 23.0093056)
1561,1590,N104,1.878,LRP001a,23.0095278,91.3814438,,CrossRoad,,link,877.9999999999999,1001561,,,Unknown,,N104LRP001a,N104LRP0,POINT (91.3814438 23.0095278)
1562,1591,N104,2.0,LRP002,23.0095278,91.3803604,,KmPost,,link,122.00000000000011,1001562,,,Unknown,,N104LRP002,N104LRP0,POINT (91.3803604 23.0095278)
1563,1592,N104,2.676,LRP002a,23.0098611,91.3737216,,Culvert,,bridge,676.0000000000001,1001563,,C,Unknown,2.7,N104LRP002a,N104LRP0,POINT (91.3737216 23.0098611)
