,road,lrp,id,lat,lon,condition,bridge_length,Truck number,Truck percentage
15834,R547,LRP075,1015590,24.9679438,88.5008889,NaN,NaN,777.0,0.27899461400359066
15835,R547,LRP075a,1015591,24.9671104,88.5000556,NaN,NaN,777.0,0.27899461400359066
15836,R547,LRP075b,1015592,24.9624167,88.4975552,A,2.27,777.0,0.27899461400359066
15837,R547,LRP076,1015593,24.9599444,88.4958886,NaN,NaN,777.0,0.27899461400359066
15838,R547,LRP077,1015594,24.9528611,88.4902219,NaN,NaN,777.0,0.27899461400359066
15839,R547,LRP077a,1015595,24.95225,88.4896663,A,2.27,777.0,0.27899461400359066
15840,R547,LRP077b,1015596,24.9499441,88.4866663,A,2.27,777.0,0.27899461400359066
15841,R547,LRP078,1015597,24.9444997,88.4851941,NaN,NaN,777.0,0.27899461400359066
15842,R547,LRP078a,1015598,24.9416108,88.4841386,A,3.6,777.0,0.27899461400359066
15843,R547,LRP078b,1015599,24.9381663,88.4824716,NaN,NaN,777.0,0.27899461400359066
15844,R547,LRP079,1015600,24.936083,88.4821104,NaN,NaN,777.0,0.27899461400359066
15845,R547,LRP079a,1015601,24.9355552,88.4820271,A,3.6,777.0,0.27899461400359066
15846,R547,LRP080,1015602,24.9275271,88.4790827,NaN,NaN,777.0,0.27899461400359066
15847,R547,LRP080a,1015603,24.9211938,88.4771938,A,6.85,777.0,0.27899461400359066
15848,R547,LRP080b,1015604,24.9212216,88.4763604,A,2.0,777.0,0.27899461400359066
15849,R547,LRP081,1015605,24.9192216,88.475666,NaN,NaN,777.0,0.27899461400359066
15850,R547,LRP081a,1015606,24.9173882,88.4750827,A,3.6,777.0,0.27899461400359066
15851,R547,LRP081b,1015607,24.9120833,88.4727771,A,3.6,777.0,0.27899461400359066
15852,R547,LRP082,1015608,24.9107222,88.4728882,NaN,NaN,777.0,0.27899461400359066
15853,R547,LRP082a,1015609,24.9073889,88.4718604,A,3.6,777.0,0.27899461400359066
15854,R547,LRP083,1015610,24.9023889,88.4693327,NaN,NaN,777.0,0.27899461400359066
15855,R547,LRP083a,1015611,24.8978608,88.4661389,A,6.85,777.0,0.27899461400359066
15856,R547,LRP084,1015612,24.8948052,88.4639722,NaN,NaN,777.0,0.27899461400359066
15857,R547,LRP084a,1015613,24.8950552,88.4639444,A,3.6,777.0,0.27899461400359066
15858,R547,LRP084b,1015614,24.888083,88.4588611,A,2.65,777.0,0.27899461400359066
15859,R547,LRP085,1015615,24.8875552,88.4584444,NaN,NaN,777.0,0.27899461400359066
15860,R547,LRP085a,1015616,24.8824438,88.4554167,A,3.6,777.0,0.27899461400359066
15861,R547,LRP086,1015617,24.8795827,88.4538889,NaN,NaN,777.0,0.27899461400359066
15862,R547,LRP086a,1015618,24.8733882,88.4502222,A,2.27,777.0,0.27899461400359066
15863,R547,LRP087,1015619,24.8711382,88.4489719,NaN,NaN,777.0,0.27899461400359066
15864,R547,LRP087a,1015620,24.8639722,88.4459163,A,2.27,777.0,0.27899461400359066
15865,R547,LRP087b,1015621,24.8640833,88.4453608,A,3.6,777.0,0.27899461400359066
15866,R547,LRP088,1015622,24.8631111,88.4449163,NaN,NaN,777.0,0.27899461400359066
15867,R547,LRP088a,1015623,24.8595,88.4438052,NaN,NaN,777.0,0.27899461400359066
15868,R547,LRP088a,1015623,24.8595,88.4438052,NaN,NaN,777.0,0.27899461400359066
15869,R547,LRP089,1015624,24.8597222,88.4379441,NaN,NaN,777.0,0.27899461400359066
15870,R547,LRP089a,1015625,24.8586111,88.4321382,A,2.27,777.0,0.27899461400359066
15871,R547,LRP089b,1015626,24.8582778,88.4303049,A,2.27,777.0,0.27899461400359066
15872,R547,LRP090,1015627,24.8577222,88.4284716,NaN,NaN,777.0,0.27899461400359066
15873,R547,LRP090a,1015628,24.8565833,88.4267771,A,2.5,777.0,0.27899461400359066
15874,R547,LRP090b,1015629,24.8553611,88.4242216,A,3.8,777.0,0.27899461400359066
15875,R547,LRP091,1015630,24.8535833,88.4194993,NaN,NaN,777.0,0.27899461400359066
15876,R547,LRP091a,1015631,24.8505556,88.4128611,A,4.2,777.0,0.27899461400359066
15877,R547,LRP092,1015632,24.8497219,88.4106944,NaN,NaN,777.0,0.27899461400359066
15878,R547,LRP092a,1015633,24.8492774,88.4085833,A,4.14,777.0,0.27899461400359066
15879,R547,LRP093,1015634,24.8457219,88.4019722,NaN,NaN,777.0,0.27899461400359066
15880,R547,LRP094,1015635,24.8419163,88.3929997,NaN,NaN,777.0,0.27899461400359066
15881,R547,LRP095,1015636,24.8394997,88.383333,NaN,NaN,777.0,0.27899461400359066
15882,R547,LRP095a,1015637,24.8394997,88.3783049,A,2.27,777.0,0.27899461400359066
15883,R547,LRP096,1015638,24.8381663,88.3736382,NaN,NaN,777.0,0.27899461400359066
15884,R547,LRP097,1015639,24.8341941,88.3646111,NaN,NaN,777.0,0.27899461400359066
15885,R547,LRP097a,1015640,24.8330271,88.3617222,A,2.7,777.0,0.27899461400359066
15886,R547,LRP098,1015641,24.8307493,88.3556944,NaN,NaN,777.0,0.27899461400359066
15887,R547,LRP098a,1015642,24.8291938,88.3512222,A,4.22,777.0,0.27899461400359066
15888,R547,LRP099,1015643,24.827416,88.3461108,NaN,NaN,777.0,0.27899461400359066
15889,R547,LRP099a,1015644,24.8253049,88.3415552,A,2.27,777.0,0.27899461400359066
15890,R547,LRP100,1015645,24.8240827,88.3366663,NaN,NaN,777.0,0.27899461400359066
15891,R547,LRP100a,1015646,24.8239438,88.333583,A,4.2,777.0,0.27899461400359066
15892,R547,LRPE,1041179,24.8238882,88.3315271,NaN,NaN,777.0,0.27899461400359066
15893,R548,LRPS,1015229,24.8037778,88.9618056,NaN,NaN,186.0,0.06313645621181263
15894,R548,LRP001,1015649,24.7951941,88.9598889,NaN,NaN,186.0,0.06313645621181263
15895,R548,LRP001a,1015650,24.7914163,88.95875,A,10.3,186.0,0.06313645621181263
15896,R548,LRP001b,1015651,24.7878052,88.9581389,A,10.3,186.0,0.06313645621181263
15897,R548,LRP002,1015652,24.786833,88.9578333,NaN,NaN,186.0,0.06313645621181263
15898,R548,LRP003,1015653,24.7780549,88.9575833,NaN,NaN,186.0,0.06313645621181263
15899,R548,LRP003a,1015654,24.7722493,88.9579722,A,10.3,186.0,0.06313645621181263
15900,R548,LRP004,1015655,24.7691382,88.9577778,NaN,NaN,186.0,0.06313645621181263
15901,R548,LRP005,1015656,24.7615278,88.962,NaN,NaN,186.0,0.06313645621181263
15902,R548,LRP005a,1015657,24.7604444,88.962,A,1.67,186.0,0.06313645621181263
15903,R548,LRP005b,1015658,24.7602222,88.962,NaN,NaN,186.0,0.06313645621181263
15904,R548,LRP005c,1015659,24.7583889,88.9627778,A,10.3,186.0,0.06313645621181263
15905,R548,LRP006,1015660,24.7536667,88.9630278,NaN,NaN,186.0,0.06313645621181263
15906,R548,LRP006a,1015661,24.74850564010989,88.9623973054945,D,20.35,186.0,0.06313645621181263
15907,R548,LRP006b,1015662,24.7475274,88.9622778,A,10.3,186.0,0.06313645621181263
15908,R548,LRP006c,1015663,24.7456941,88.9620556,C,2.78,186.0,0.06313645621181263
15909,R548,LRP007,1015664,24.7449441,88.9619444,NaN,NaN,186.0,0.06313645621181263
15910,R548,LRP007a,1015665,24.7445274,88.9619444,C,11.25,186.0,0.06313645621181263
15911,R548,LRP007b,1015666,24.741333,88.9608611,A,10.3,186.0,0.06313645621181263
15912,R548,LRP007c,1015667,24.7383886,88.9595,NaN,NaN,186.0,0.06313645621181263
15913,R548,LRP008,1015668,24.737083,88.9581389,NaN,NaN,186.0,0.06313645621181263
15914,R548,LRP008a,1015669,24.7368052,88.958,C,5.15,186.0,0.06313645621181263
15915,R548,LRP008b,1015670,24.7338608,88.9524167,C,3.15,186.0,0.06313645621181263
15916,R548,LRP009,1015671,24.734333,88.95,NaN,NaN,186.0,0.06313645621181263
15917,R548,LRP010,1015672,24.732666,88.9403608,NaN,NaN,186.0,0.06313645621181263
15918,R548,LRP011,1015673,24.7286938,88.9313604,NaN,NaN,186.0,0.06313645621181263
15919,R548,LRP012,1015674,24.7209438,88.9290827,NaN,NaN,186.0,0.06313645621181263
15920,R548,LRP013,1015675,24.7165833,88.9231938,NaN,NaN,186.0,0.06313645621181263
15921,R548,LRP014,1015676,24.7081111,88.9210549,NaN,NaN,186.0,0.06313645621181263
15922,R548,LRP014a,1015677,24.7076944,88.9208327,NaN,NaN,186.0,0.06313645621181263
15923,R548,LRP015,1015678,24.7013611,88.9263604,NaN,NaN,186.0,0.06313645621181263
15924,R548,LRP016,1015679,24.6934997,88.9252216,NaN,NaN,186.0,0.06313645621181263
15925,R548,LRP017,1015680,24.6853608,88.9257216,NaN,NaN,186.0,0.06313645621181263
15926,R548,LRP018,1015681,24.6778882,88.9306938,NaN,NaN,186.0,0.06313645621181263
15927,R548,LRP018a,1015682,24.6726104,88.9347219,A,10.3,186.0,0.06313645621181263
15928,R548,LRP019,1015683,24.6703604,88.9356386,NaN,NaN,186.0,0.06313645621181263
15929,R548,LRP020,1015684,24.662,88.9368886,NaN,NaN,186.0,0.06313645621181263
15930,R548,LRP021,1015685,24.6552778,88.9429163,NaN,NaN,186.0,0.06313645621181263
15931,R548,LRP021a,1015686,24.6537222,88.9431941,A,10.3,186.0,0.06313645621181263
15932,R548,LRP022,1015687,24.6472219,88.9416386,NaN,NaN,186.0,0.06313645621181263
15933,R548,LRP023,1015688,24.6412774,88.9460552,NaN,NaN,186.0,0.06313645621181263
15934,R548,LRP024,1015689,24.6366386,88.9536667,NaN,NaN,186.0,0.06313645621181263
15935,R548,LRP025,1015690,24.6319993,88.9624722,NaN,NaN,186.0,0.06313645621181263
15936,R548,LRP026,1015691,24.6251938,88.9680549,NaN,NaN,186.0,0.06313645621181263
15937,R548,LRP027,1015692,24.6164444,88.9692493,NaN,NaN,186.0,0.06313645621181263
15938,R548,LRP027a,1015693,24.6137778,88.9738327,NaN,NaN,186.0,0.06313645621181263
15939,R548,LRP027b,1015694,24.6131667,88.9746938,A,10.3,186.0,0.06313645621181263
15940,R548,LRP027c,1015695,24.6118889,88.9744438,NaN,NaN,186.0,0.06313645621181263
15941,R548,LRP027d,1015696,24.6136111,88.9744716,NaN,NaN,186.0,0.06313645621181263
15942,R548,LRP028,1015697,24.6112222,88.9744438,NaN,NaN,186.0,0.06313645621181263
15943,R548,LRP028a,1015698,24.6108889,88.9740827,NaN,NaN,186.0,0.06313645621181263
15944,R548,LRP029,1015699,24.6025833,88.9727493,NaN,NaN,186.0,0.06313645621181263
15945,R548,LRP029a,1015700,24.5977497,88.9715549,NaN,NaN,186.0,0.06313645621181263
15946,R548,LRP030,1015701,24.5939719,88.9702493,NaN,NaN,186.0,0.06313645621181263
15947,R548,LRP031,1015702,24.5854997,88.967916,NaN,NaN,186.0,0.06313645621181263
15948,R548,LRP036a,1015703,24.5319438,88.96175,NaN,NaN,186.0,0.06313645621181263
15949,R548,LRP037,1015704,24.5292771,88.9614444,NaN,NaN,186.0,0.06313645621181263
15950,R548,LRP037a,1015705,24.5233049,88.9605556,A,102.85,186.0,0.06313645621181263
15951,R548,LRP037b,1015706,24.523055818429004,88.96054619335348,NaN,NaN,186.0,0.06313645621181263
15952,R548,LRP038,1015707,24.5203604,88.9604444,NaN,NaN,186.0,0.06313645621181263
15953,R548,LRP038a,1015708,24.5141389,88.9599167,A,4.54,186.0,0.06313645621181263
15954,R548,LRP038b,1015709,24.5138611,88.9598889,NaN,NaN,186.0,0.06313645621181263
15955,R548,LRP039,1015710,24.5113333,88.9598333,NaN,NaN,186.0,0.06313645621181263
15956,R548,LRP039a,1015711,24.5043333,88.9588333,NaN,NaN,186.0,0.06313645621181263
15957,R548,LRP039b,1015712,24.5040833,88.95875,A,10.3,186.0,0.06313645621181263
15958,R548,LRP039c,1015713,24.5032778,88.9583056,NaN,NaN,186.0,0.06313645621181263
15959,R548,LRP040,1015714,24.5026111,88.958,NaN,NaN,186.0,0.06313645621181263
15960,R548,LRP041,1015715,24.4960552,88.9532222,NaN,NaN,186.0,0.06313645621181263
15961,R548,LRP042,1015716,24.4891663,88.95175,NaN,NaN,186.0,0.06313645621181263
15962,R548,LRP043,1015717,24.4808327,88.9514722,NaN,NaN,186.0,0.06313645621181263
15963,R548,LRP043a,1015718,24.4751104,88.9518056,B,3.54,186.0,0.06313645621181263
15964,R548,LRP044,1015719,24.4722493,88.9526667,NaN,NaN,186.0,0.06313645621181263
15965,R548,LRP044a,1015720,24.4704438,88.9599167,A,10.3,186.0,0.06313645621181263
15966,R548,LRP045,1015721,24.4705827,88.9608889,NaN,NaN,186.0,0.06313645621181263
15967,R548,LRP045a,1015722,24.4699438,88.9621944,B,28.79,186.0,0.06313645621181263
15968,R548,LRP046,1015723,24.4634722,88.9595833,NaN,NaN,186.0,0.06313645621181263
15969,R548,LRP047,1015724,24.4550556,88.9581944,NaN,NaN,186.0,0.06313645621181263
15970,R548,LRP047a,1015725,24.4545833,88.9572222,A,3.0,186.0,0.06313645621181263
15971,R548,LRP047b,1015726,24.4543333,88.9571667,NaN,NaN,186.0,0.06313645621181263
15972,R548,LRP048,1015727,24.4476108,88.9587222,NaN,NaN,186.0,0.06313645621181263
15973,R548,LRP048a,1015728,24.4449441,88.9585278,A,10.3,186.0,0.06313645621181263
15974,R548,LRP048b,1015729,24.441833,88.9583333,A,10.3,186.0,0.06313645621181263
15975,R548,LRP049,1015730,24.4386386,88.9577778,NaN,NaN,186.0,0.06313645621181263
15976,R548,LRP049a,1015731,24.433333,88.9588611,B,4.35,186.0,0.06313645621181263
15977,R548,LRP050,1015732,24.4302493,88.9588611,NaN,NaN,186.0,0.06313645621181263
15978,R548,LRP050a,1015733,24.4299716,88.9588611,B,3.6,186.0,0.06313645621181263
15979,R548,LRP050b,1015734,24.425916,88.9584444,NaN,NaN,186.0,0.06313645621181263
15980,R548,LRP051,1015735,24.4227216,88.9600278,NaN,NaN,186.0,0.06313645621181263
15981,R548,LRP051a,1015736,24.4216938,88.9600556,A,10.3,186.0,0.06313645621181263
15982,R548,LRP051b,1015737,24.4153056,88.9583333,A,10.3,186.0,0.06313645621181263
15983,R548,LRP052,1015738,24.4143056,88.9576944,NaN,NaN,186.0,0.06313645621181263
15984,R548,LRP052a,1015739,24.40975,88.9601111,A,10.3,186.0,0.06313645621181263
15985,R548,LRP053,1015740,24.4087222,88.9622778,NaN,NaN,186.0,0.06313645621181263
15986,R548,LRPE,1007041,24.4085833,88.9624444,NaN,NaN,186.0,0.06313645621181263
15987,R549,LRPS,1015457,24.9651111,88.9039167,NaN,NaN,159.0,0.11095603628750872
15988,R549,LRPSa,1015743,24.9681104,88.9053056,C,74.0,159.0,0.11095603628750872
15989,R549,LRPSb,1015744,24.9684716,88.9059444,NaN,NaN,159.0,0.11095603628750872
15990,R549,LRPSc,1015745,24.9672493,88.9085556,NaN,NaN,159.0,0.11095603628750872
15991,R549,LRP001,1015746,24.967416,88.90875,NaN,NaN,159.0,0.11095603628750872
15992,R549,LRP001a,1015747,24.9723604,88.9132222,B,2.8,159.0,0.11095603628750872
15993,R549,LRP002,1015748,24.9739438,88.9151111,NaN,NaN,159.0,0.11095603628750872
15994,R549,LRP002a,1015749,24.9754438,88.9173327,C,8.4,159.0,0.11095603628750872
15995,R549,LRP002b,1015750,24.9754716,88.9174716,A,1.6,159.0,0.11095603628750872
15996,R549,LRP003,1015751,24.978916,88.9233327,NaN,NaN,159.0,0.11095603628750872
15997,R549,LRP003a,1015752,24.9797493,88.9249438,C,5.2,159.0,0.11095603628750872
15998,R549,LRP003b,1015753,24.9852497,88.9302493,C,3.85,159.0,0.11095603628750872
15999,R549,LRP004,1015754,24.9853052,88.9300827,NaN,NaN,159.0,0.11095603628750872
16000,R549,LRP004a,1015755,24.9876663,88.932916,A,1.6,159.0,0.11095603628750872
16001,R549,LRP004b,1015756,24.9886108,88.9352497,B,3.0,159.0,0.11095603628750872
16002,R549,LRP005,1015757,24.9909719,88.9371941,NaN,NaN,159.0,0.11095603628750872
16003,R549,LRP005a,1015758,24.9940274,88.9409719,C,2.25,159.0,0.11095603628750872
16004,R549,LRP005b,1015759,24.998333,88.9409719,A,2.3,159.0,0.11095603628750872
16005,R549,LRP006,1015760,24.9986386,88.941083,NaN,NaN,159.0,0.11095603628750872
16006,R549,LRP006a,1015761,25.0008333,88.9418052,D,2.0,159.0,0.11095603628750872
16007,R549,LRP007,1015762,25.0072222,88.9434163,NaN,NaN,159.0,0.11095603628750872
16008,R549,LRP007a,1015763,25.0085,88.9434997,D,2.0,159.0,0.11095603628750872
16009,R549,LRP007b,1015764,25.0099444,88.9442774,D,18.75,159.0,0.11095603628750872
16010,R549,LRP007c,1015765,25.0099444,88.9444997,NaN,NaN,159.0,0.11095603628750872
16011,R549,LRP007d,1015766,25.01025,88.9448052,NaN,NaN,159.0,0.11095603628750872
16012,R549,LRP007e,1015767,25.0105278,88.9448886,A,1.6,159.0,0.11095603628750872
16013,R549,LRP008,1015768,25.0142778,88.9474163,NaN,NaN,159.0,0.11095603628750872
16014,R549,LRP008a,1015769,25.0150278,88.9481663,C,2.0,159.0,0.11095603628750872
16015,R549,LRP008b,1015770,25.0186382,88.9502778,D,1.4,159.0,0.11095603628750872
16016,R549,LRP009,1015771,25.0219716,88.9520278,NaN,NaN,159.0,0.11095603628750872
16017,R549,LRP009a,1015772,25.0220271,88.9521389,D,3.75,159.0,0.11095603628750872
16018,R549,LRP009b,1015773,25.0216938,88.9565278,C,1.7,159.0,0.11095603628750872
16019,R549,LRP010,1015774,25.0236938,88.9608889,NaN,NaN,159.0,0.11095603628750872
16020,R549,LRP010a,1015775,25.0240549,88.9612222,A,1.6,159.0,0.11095603628750872
16021,R549,LRP011,1015776,25.0284716,88.9678882,NaN,NaN,159.0,0.11095603628750872
16022,R549,LRP012,1015777,25.0374997,88.9724716,NaN,NaN,159.0,0.11095603628750872
16023,R549,LRP012a,1015778,25.0384163,88.9734438,D,1.6,159.0,0.11095603628750872
16024,R549,LRP012b,1015779,25.0395552,88.9748327,C,1.65,159.0,0.11095603628750872
16025,R549,LRP012c,1015780,25.0429163,88.9773049,C,2.8,159.0,0.11095603628750872
16026,R549,LRP013,1015781,25.044333,88.978416,NaN,NaN,159.0,0.11095603628750872
16027,R549,LRP013a,1015782,25.0485274,88.9814716,A,1.6,159.0,0.11095603628750872
16028,R549,LRP013b,1015783,25.0495552,88.981416,A,1.6,159.0,0.11095603628750872
16029,R549,LRP014,1015784,25.0520833,88.9816938,NaN,NaN,159.0,0.11095603628750872
16030,R549,LRP014a,1015785,25.0524722,88.981916,C,2.3,159.0,0.11095603628750872
16031,R549,LRP014b,1015786,25.0533056,88.981916,A,3.95,159.0,0.11095603628750872
16032,R549,LRP014c,1015787,25.0548333,88.9816382,C,3.0,159.0,0.11095603628750872
16033,R549,LRP014d,1015788,25.0550556,88.9822493,NaN,NaN,159.0,0.11095603628750872
16034,R549,LRP014e,1015789,25.0579167,88.9814993,A,1.6,159.0,0.11095603628750872
16035,R549,LRP015,1015790,25.0641389,88.9821938,NaN,NaN,159.0,0.11095603628750872
16036,R549,LRP015a,1015791,25.0653889,88.9808604,A,1.6,159.0,0.11095603628750872
16037,R549,LRP015b,1015792,25.0707493,88.9849719,A,1.6,159.0,0.11095603628750872
16038,R549,LRP016,1015793,25.0723049,88.9854719,NaN,NaN,159.0,0.11095603628750872
16039,R549,LRP017,1015794,25.0811382,88.9891386,NaN,NaN,159.0,0.11095603628750872
16040,R549,LRP017a,1015795,25.0816938,88.9892219,A,1.6,159.0,0.11095603628750872
16041,R549,LRP017b,1015796,25.0828049,88.9892219,A,1.6,159.0,0.11095603628750872
16042,R549,LRP017c,1015797,25.0856386,88.9906108,A,1.6,159.0,0.11095603628750872
16043,R549,LRP018,1015798,25.0894163,88.992583,NaN,NaN,159.0,0.11095603628750872
16044,R549,LRP018a,1015799,25.0936386,88.994583,A,1.6,159.0,0.11095603628750872
16045,R549,LRP019,1015800,25.0967774,88.9969163,NaN,NaN,159.0,0.11095603628750872
16046,R549,LRP019a,1015801,25.0968886,88.9971108,D,2.4,159.0,0.11095603628750872
16047,R549,LRP019b,1015802,25.0969719,88.9971108,A,1.6,159.0,0.11095603628750872
16048,R549,LRP020,1015803,25.1056389,89.00025,NaN,NaN,159.0,0.11095603628750872
16049,R549,LRPE,1015404,25.1057222,89.0002778,NaN,NaN,159.0,0.11095603628750872
16050,R550,LRPS,1005269,25.017166,89.3688882,NaN,NaN,1700.0,0.35639412997903563
16051,R550,LRPSa,1015806,25.018166,89.3673604,D,2.6,1700.0,0.35639412997903563
16052,R550,LRPSb,1015807,25.0193049,89.3614722,C,4.3,1700.0,0.35639412997903563
16053,R550,LRP001,1015808,25.0196382,89.3597778,NaN,NaN,1700.0,0.35639412997903563
16054,R550,LRP001a,1015809,25.0199438,89.3581944,A,74.0,1700.0,0.35639412997903563
16055,R550,LRP001b,1015810,25.0214993,89.3503056,C,3.6,1700.0,0.35639412997903563
16056,R550,LRP002,1015811,25.0216382,89.3498886,NaN,NaN,1700.0,0.35639412997903563
16057,R550,LRP003,1015812,25.0235549,89.3406941,NaN,NaN,1700.0,0.35639412997903563
16058,R550,LRP003a,1015813,25.0238327,89.3391941,B,10.15,1700.0,0.35639412997903563
16059,R550,LRP003b,1015814,25.0238604,89.3391386,A,74.0,1700.0,0.35639412997903563
16060,R550,LRP004,1015815,25.0243327,89.3303604,NaN,NaN,1700.0,0.35639412997903563
16061,R550,LRP005,1015816,25.0232771,89.3203604,NaN,NaN,1700.0,0.35639412997903563
16062,R550,LRP005a,1015817,25.0233049,89.3202493,C,87.05,1700.0,0.35639412997903563
16063,R550,LRP005b,1015818,25.0232216,89.3193882,NaN,NaN,1700.0,0.35639412997903563
16064,R550,LRP005c,1015819,25.0232771,89.3161389,NaN,NaN,1700.0,0.35639412997903563
16065,R550,LRP006,1015820,25.0228882,89.3106667,NaN,NaN,1700.0,0.35639412997903563
16066,R550,LRP006a,1015821,25.0238327,89.3075278,C,4.2,1700.0,0.35639412997903563
16067,R550,LRP006b,1015822,25.0265549,89.3025278,C,4.2,1700.0,0.35639412997903563
16068,R550,LRP007,1015823,25.026666,89.3019444,NaN,NaN,1700.0,0.35639412997903563
16069,R550,LRP007a,1015824,25.0308604,89.2946941,C,7.2,1700.0,0.35639412997903563
16070,R550,LRP008,1015825,25.0315271,89.2934719,NaN,NaN,1700.0,0.35639412997903563
16071,R550,LRP008a,1015826,25.0329993,89.2907774,C,4.3,1700.0,0.35639412997903563
16072,R550,LRP009,1015827,25.0349163,89.2846108,NaN,NaN,1700.0,0.35639412997903563
16073,R550,LRP009a,1015828,25.0351386,89.2832216,C,7.25,1700.0,0.35639412997903563
16074,R550,LRP009b,1015829,25.0357497,89.2793327,A,74.0,1700.0,0.35639412997903563
16075,R550,LRP009c,1015830,25.0358608,89.2786382,NaN,NaN,1700.0,0.35639412997903563
16076,R550,LRP010,1015831,25.0364997,89.274666,NaN,NaN,1700.0,0.35639412997903563
16077,R550,LRP010a,1015832,25.0366108,89.2737771,D,5.6,1700.0,0.35639412997903563
16078,R550,LRP010b,1015833,25.0371108,89.2707771,C,4.2,1700.0,0.35639412997903563
16079,R550,LRP010c,1015834,25.0379441,89.2656111,C,3.0,1700.0,0.35639412997903563
16080,R550,LRP011,1015835,25.0380274,89.2650556,NaN,NaN,1700.0,0.35639412997903563
16081,R550,LRP011a,1015836,25.0385552,89.2618889,C,4.2,1700.0,0.35639412997903563
16082,R550,LRP012,1015837,25.0396386,89.2551667,NaN,NaN,1700.0,0.35639412997903563
16083,R550,LRP012a,1015838,25.0401108,89.2533056,C,4.2,1700.0,0.35639412997903563
16084,R550,LRP012b,1015839,25.0412497,89.2494997,C,4.2,1700.0,0.35639412997903563
16085,R550,LRP012c,1015840,25.0421663,89.2459441,C,4.2,1700.0,0.35639412997903563
16086,R550,LRP013,1015841,25.0422497,89.245833,NaN,NaN,1700.0,0.35639412997903563
16087,R550,LRP013a,1015842,25.042833,89.2437497,NaN,NaN,1700.0,0.35639412997903563
16088,R550,LRP013b,1015843,25.0427774,89.2436108,A,74.0,1700.0,0.35639412997903563
16089,R550,LRP013c,1015844,25.043583,89.241083,C,4.2,1700.0,0.35639412997903563
16090,R550,LRP014,1015845,25.0449719,89.2362497,NaN,NaN,1700.0,0.35639412997903563
16091,R550,LRP014a,1015846,25.0453052,89.2351108,C,4.2,1700.0,0.35639412997903563
16092,R550,LRP015,1015847,25.0476108,89.226916,NaN,NaN,1700.0,0.35639412997903563
16093,R550,LRP015a,1015848,25.0490552,89.2219993,C,4.2,1700.0,0.35639412997903563
16094,R550,LRP016,1015849,25.0500833,89.2182771,NaN,NaN,1700.0,0.35639412997903563
16095,R550,LRP016a,1015850,25.0509167,89.2154722,C,4.2,1700.0,0.35639412997903563
16096,R550,LRP016b,1015851,25.052,89.2116667,C,4.2,1700.0,0.35639412997903563
16097,R550,LRP017,1015852,25.0530278,89.2080278,NaN,NaN,1700.0,0.35639412997903563
16098,R550,LRP017a,1015853,25.0533889,89.2068611,D,4.2,1700.0,0.35639412997903563
16099,R550,LRP017b,1015854,25.0548889,89.2016111,C,4.2,1700.0,0.35639412997903563
16100,R550,LRP017c,1015855,25.05625,89.1969163,D,4.2,1700.0,0.35639412997903563
16101,R550,LRP018,1015856,25.0564167,89.196333,NaN,NaN,1700.0,0.35639412997903563
16102,R550,LRP018a,1015857,25.0579444,89.1911108,C,10.1,1700.0,0.35639412997903563
16103,R550,LRP019,1015858,25.0585,89.189083,NaN,NaN,1700.0,0.35639412997903563
16104,R550,LRP020,1015859,25.0611944,89.1794716,NaN,NaN,1700.0,0.35639412997903563
16105,R550,LRP020a,1015860,25.06175,89.1776938,D,4.2,1700.0,0.35639412997903563
16106,R550,LRP021,1015861,25.0638611,89.1703882,NaN,NaN,1700.0,0.35639412997903563
16107,R550,LRP021a,1015862,25.0652778,89.16525,D,4.2,1700.0,0.35639412997903563
16108,R550,LRP022,1015863,25.0665,89.1607778,NaN,NaN,1700.0,0.35639412997903563
16109,R550,LRP022a,1015864,25.0673327,89.1522778,D,4.2,1700.0,0.35639412997903563
16110,R550,LRP023,1015865,25.0674993,89.1665278,NaN,NaN,1700.0,0.35639412997903563
16111,R550,LRP023a,1015866,25.0679438,89.1609167,D,4.2,1700.0,0.35639412997903563
16112,R550,LRP024,1015867,25.0682493,89.1410274,NaN,NaN,1700.0,0.35639412997903563
16113,R550,LRP024a,1015868,25.0683049,89.1408608,NaN,NaN,1700.0,0.35639412997903563
16114,R550,LRP024a,1015868,25.0683049,89.1408608,NaN,NaN,1700.0,0.35639412997903563
16115,R550,LRP025,1015869,25.0690549,89.131166,NaN,NaN,1700.0,0.35639412997903563
16116,R550,LRP026,1015870,25.0695271,89.1212216,NaN,NaN,1700.0,0.35639412997903563
16117,R550,LRP027,1015871,25.068416,89.1116111,NaN,NaN,1700.0,0.35639412997903563
16118,R550,LRP027a,1015872,25.0678604,89.1082778,D,4.2,1700.0,0.35639412997903563
16119,R550,LRP027b,1015873,25.0670271,89.1018056,D,4.15,1700.0,0.35639412997903563
16120,R550,LRP028,1015874,25.0669993,89.1015556,NaN,NaN,1700.0,0.35639412997903563
16121,R550,LRP028a,1015875,25.067166,89.0958886,NaN,NaN,1700.0,0.35639412997903563
16122,R550,LRP028a,1015875,25.067166,89.0958886,NaN,NaN,1700.0,0.35639412997903563
16123,R550,LRP028b,1015876,25.0681938,89.0947774,D,65.1,1700.0,0.35639412997903563
16124,R550,LRP028c,1015877,25.0690271,89.0941108,A,74.0,1700.0,0.35639412997903563
16125,R550,LRP028d,1015878,25.0695271,89.09388855,NaN,NaN,1700.0,0.35639412997903563
