,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry,id,model_type,dist
1393,43858,Z7409,6.187,LRPE,24.0620556,89.0203604,,Others,,intersection,150.00000000000034,,,Unknown,,Z7409LRPE,Z7409LRP,POINT (89.0203604 24.0620556),1008205,potential intersection,0.02308323028543038
1394,43859,Z7411,0.0,LRPS,24.0201382,89.0156944,,Others,,intersection,,,,Unknown,,Z7411LRPS,Z7411LRP,POINT (89.0156944 24.0201382),1008195,potential intersection,0.0
1395,43904,Z7411,20.54,LRPE,24.0012222,88.8766382,,Others,,intersection,394.99999999999955,,,Unknown,,Z7411LRPE,Z7411LRP,POINT (88.8766382 24.0012222),1043902,potential intersection,0.0039025890335513966
1396,43905,Z7412,0.0,LRPS,24.0048889,88.8755549,,Others,,intersection,,,,Unknown,,Z7412LRPS,Z7412LRP,POINT (88.8755549 24.0048889),1043902,potential intersection,8.308599658968486e-05
1397,43926,Z7412,12.4,LRPE,24.0300549,88.8116667,,Others,,intersection,300.0000000000007,,,Unknown,,Z7412LRPE,Z7412LRP,POINT (88.8116667 24.0300549),1043902,potential intersection,0.06859743906310682
1398,43927,Z7451,0.0,LRPS,23.9306382,88.9929997,,Others,,intersection,,,,Unknown,,Z7451LRPS,Z7451LRP,POINT (88.9929997 23.9306382),1017314,potential intersection,0.00013889999999605607
1399,43935,Z7451,2.09,LRPE,23.941333,89.0031667,,Others,,intersection,29.999999999999805,,,Unknown,,Z7451LRPE,Z7451LRP,POINT (89.0031667 23.941333),1044230,potential intersection,0.0
1400,43936,Z7452,0.0,LRPS,23.8171938,88.7491108,,Others,,intersection,,,,Unknown,,Z7452LRPS,Z7452LRP,POINT (88.7491108 23.8171938),1017380,potential intersection,0.0
1401,43971,Z7452,20.35,LRPE,23.799601677,88.63089933100001,,Others,,intersection,210.00000000000085,,,Unknown,,Z7452LRPE,Z7452LRP,POINT (88.63089933100001 23.799601677),1017409,potential intersection,0.033848623417278005
1402,43972,Z7456,0.0,LRPS,23.8889719,88.8108056,,Others,,intersection,,,,Unknown,,Z7456LRPS,Z7456LRP,POINT (88.8108056 23.8889719),1017359,potential intersection,0.0
1403,44026,Z7456,24.183,LRPE,23.7680271,88.945583,,Others,,intersection,411.99999999999903,,,Unknown,,Z7456LRPE,Z7456LRP,POINT (88.945583 23.7680271),1017624,potential intersection,0.0
1404,44027,Z7457,0.0,LRPS,23.5458886,89.1548056,,Others,,intersection,,,,Unknown,,Z7457LRPS,Z7457LRP,POINT (89.1548056 23.5458886),1017527,potential intersection,0.0
1405,44079,Z7457,19.884,LRPE,23.6520556,89.0451108,,Others,,intersection,387.00000000000045,,,Unknown,,Z7457LRPE,Z7457LRP,POINT (89.0451108 23.6520556),1017502,potential intersection,0.09279435245229045
1406,44080,Z7458,0.0,LRPS,23.6598056,89.1966386,,Others,,intersection,,,,Unknown,,Z7458LRPS,Z7458LRP,POINT (89.1966386 23.6598056),1043793,potential intersection,0.0550319484213529
1407,44092,Z7458,6.224,LRPE,23.6844719,89.245833,,Others,,intersection,125.0,,,Unknown,,Z7458LRPE,Z7458LRP,POINT (89.245833 23.6844719),1043793,potential intersection,0.0
1408,44093,Z7460,0.0,LRPS,23.5605556,89.029666,,Others,,intersection,,,,Unknown,,Z7460LRPS,Z7460LRP,POINT (89.029666 23.5605556),1017502,potential intersection,0.0
1409,44136,Z7460,23.083,LRPE,23.4141389,89.1346663,,Others,,intersection,507.9999999999991,,,Unknown,,Z7460LRPE,Z7460LRP,POINT (89.1346663 23.4141389),1007701,potential intersection,0.0001145010917003484
1410,44137,Z7461,0.0,LRPS,23.9388608,88.997333,,Others,,intersection,,,,Unknown,,Z7461LRPS,Z7461LRP,POINT (88.997333 23.9388608),1043931,potential intersection,0.0
1411,44214,Z7461,35.4,LRPE,24.0048056,88.76525,,Others,,intersection,789.9999999999991,,,Unknown,,Z7461LRPE,Z7461LRP,POINT (88.76525 24.0048056),1043902,potential intersection,0.11025828387066236
1412,44215,Z7463,0.0,LRPS,24.0161667,88.9977497,,Others,,intersection,,,,Unknown,,Z7463LRPS,Z7463LRP,POINT (88.9977497 24.0161667),1043866,potential intersection,0.00014961473857695915
1413,44239,Z7463,10.93,LRPE,23.9322771,89.0188049,,Others,,intersection,500.0,,,Unknown,,Z7463LRPE,Z7463LRP,POINT (89.0188049 23.9322771),1044230,potential intersection,0.018071043800798502
1414,44240,Z7464,0.0,LRPS,23.9075278,88.9208882,,Others,,intersection,,,,Unknown,,Z7464LRPS,Z7464LRP,POINT (88.9208882 23.9075278),1044241,potential intersection,0.007882830329889219
1415,44284,Z7464,15.957,LRPE,23.8224716,88.8648889,,Others,,intersection,390.00000000000057,,,Unknown,,Z7464LRPE,Z7464LRP,POINT (88.8648889 23.8224716),1043998,potential intersection,0.0
1416,44285,Z7465,0.0,LRPS,23.9061111,88.917416,,Others,,intersection,,,,Unknown,,Z7465LRPS,Z7465LRP,POINT (88.917416 23.9061111),1044241,potential intersection,0.004166872709836814
1417,44333,Z7465,17.195,LRPE,23.8145,88.9988052,,Others,,intersection,458.99999999999966,,,Unknown,,Z7465LRPE,Z7465LRP,POINT (88.9988052 23.8145),1017603,potential intersection,6.216268977325299e-05
1418,44334,Z7466,0.0,LRPS,23.790333,88.6312493,,Others,,intersection,,,,Unknown,,Z7466LRPS,Z7466LRP,POINT (88.6312493 23.790333),1017409,potential intersection,0.024956280877767814
1419,44348,Z7466,10.16,LRPE,23.8501111,88.6857219,,Others,,intersection,949.9999999999993,,,Unknown,,Z7466LRPE,Z7466LRP,POINT (88.6857219 23.8501111),1043948,potential intersection,0.0
1420,44349,Z7467,0.0,LRPS,23.7635556,88.6838886,,Others,,intersection,,,,Unknown,,Z7467LRPS,Z7467LRP,POINT (88.6838886 23.7635556),1017409,potential intersection,0.043645006622072595
1421,44369,Z7467,11.25,LRPE,23.8468886,88.6996663,,Others,,intersection,89.99999999999986,,,Unknown,,Z7467LRPE,Z7467LRP,POINT (88.6996663 23.8468886),1043944,potential intersection,0.0
1422,44370,Z7468,0.0,LRPS,23.7177216,88.7505833,,Others,,intersection,,,,Unknown,,Z7468LRPS,Z7468LRP,POINT (88.7505833 23.7177216),1017437,potential intersection,0.0
1423,44399,Z7468,11.665,LRPE,23.6969441,88.6730827,,Others,,intersection,354.99999999999864,,,Unknown,,Z7468LRPE,Z7468LRP,POINT (88.6730827 23.6969441),1017562,potential intersection,0.07613273113359323
1424,44400,Z7469,0.0,LRPS,23.65375,88.5985552,,Others,,intersection,,,,Unknown,,Z7469LRPS,Z7469LRP,POINT (88.5985552 23.65375),1017562,potential intersection,0.012127673389396168
1425,44404,Z7469,1.824,LRPE,23.6444441,88.5912497,,Others,,intersection,203.99999999999997,,,Unknown,,Z7469LRPE,Z7469LRP,POINT (88.5912497 23.6444441),1017562,potential intersection,0.023862324820931147
1426,44405,Z7488,0.0,LRPS,23.3068333,88.8600278,,Others,,intersection,,,,Unknown,,Z7488LRPS,Z7488LRP,POINT (88.8600278 23.3068333),1042700,potential intersection,0.04679014924158544
1427,44443,Z7488,15.685,LRPE,23.2326938,88.8886386,,Others,,intersection,1170.0,,,Unknown,,Z7488LRPE,Z7488LRP,POINT (88.8886386 23.2326938),1042705,potential intersection,0.023432830372151745
1428,44444,Z7489,0.0,LRPS,23.398333,89.068166,,Others,,intersection,,,,Unknown,,Z7489LRPS,Z7489LRP,POINT (89.068166 23.398333),1017765,potential intersection,0.0
1429,44524,Z7489,38.655,LRPE,23.3904163,88.9490274,,Others,,intersection,1000.0,,,Unknown,,Z7489LRPE,Z7489LRP,POINT (88.9490274 23.3904163),1017741,potential intersection,0.00014155663177909002
1430,44525,Z7501,0.0,LRPS,23.1881108,89.3469441,,Others,,intersection,,,,Unknown,,Z7501LRPS,Z7501LRP,POINT (89.3469441 23.1881108),1009566,potential intersection,8.330000000000837e-05
1431,44538,Z7501,4.34,LRPE,23.2224993,89.3474997,,Others,,intersection,155.00000000000026,,,Unknown,,Z7501LRPE,Z7501LRP,POINT (89.3474997 23.2224993),1009566,potential intersection,0.034309698896957716
1432,44539,Z7502,0.0,LRPS,23.169416,89.5133611,,Others,,intersection,,,,Unknown,,Z7502LRPS,Z7502LRP,POINT (89.5133611 23.169416),1009513,potential intersection,0.012461693420245109
1433,44606,Z7502,25.125,LRPE,23.041583,89.6297771,,Others,,intersection,489.9999999999984,,,Unknown,,Z7502LRPE,Z7502LRP,POINT (89.6297771 23.041583),1044605,potential intersection,0.0043902464851120915
1434,44607,Z7503,0.0,LRPS,23.1809993,89.6476941,,Others,,intersection,,,,Unknown,,Z7503LRPS,Z7503LRP,POINT (89.6476941 23.1809993),1009481,potential intersection,0.0
1435,44657,Z7503,23.485,LRPE,23.0308327,89.7270271,,Others,,intersection,699.9999999999993,,,Unknown,,Z7503LRPE,Z7503LRP,POINT (89.7270271 23.0308327),1009332,potential intersection,0.05039953147797666
1436,44658,Z7504,0.0,LRPS,23.1663056,89.4429441,,Others,,intersection,,,,Unknown,,Z7504LRPS,Z7504LRP,POINT (89.4429441 23.1663056),1009540,potential intersection,0.00011109999999803222
1437,44682,Z7504,9.5,LRPE,23.2367219,89.4595278,,Others,,intersection,310.0000000000005,,,Unknown,,Z7504LRPE,Z7504LRP,POINT (89.4595278 23.2367219),1009540,potential intersection,0.07223461948906448
1438,44683,Z7505,0.0,LRPS,23.174257265753425,89.52546585616439,,Others,,intersection,,,,Unknown,,Z7505LRPS,Z7505LRP,POINT (89.52546585616439 23.174257265753425),1009513,potential intersection,0.0005769012079892236
1439,44704,Z7505,3.92,LRPE,23.1465274,89.5038889,,Others,,intersection,205.99999999999997,,,Unknown,,Z7505LRPE,Z7505LRP,POINT (89.5038889 23.1465274),1042765,potential intersection,2.7700000000407954e-05
1440,44705,Z7506,0.0,LRPS,23.1866941,89.6465274,,Others,,intersection,,,,Unknown,,Z7506LRPS,Z7506LRP,POINT (89.6465274 23.1866941),1009481,potential intersection,0.005813083169025165
1441,44834,Z7506,61.265,LRPE,23.4007778,89.597833,,Others,,intersection,426.00000000000193,,,Unknown,,Z7506LRPE,Z7506LRP,POINT (89.597833 23.4007778),1042512,potential intersection,6.207326316310474e-05
1442,44835,Z7551,0.0,LRPS,23.029166,89.2325271,,Others,,intersection,,,,Unknown,,Z7551LRPS,Z7551LRP,POINT (89.2325271 23.029166),1043296,potential intersection,0.06180438968689664
1443,44872,Z7551,17.49,LRPE,23.1004722,89.0992219,,Others,,intersection,247.99999999999756,,,Unknown,,Z7551LRPE,Z7551LRP,POINT (89.0992219 23.1004722),1008284,potential intersection,0.0
1444,44873,Z7552,0.0,LRPS,22.9045,89.1995274,,Others,,intersection,,,,Unknown,,Z7552LRPS,Z7552LRP,POINT (89.1995274 22.9045),1044951,potential intersection,8.791131896103688e-05
1445,44941,Z7552,19.925,LRPE,22.86,89.0402774,,Others,,intersection,272.99999999999966,,,Unknown,,Z7552LRPE,Z7552LRP,POINT (89.0402774 22.86),1018136,potential intersection,0.00014165468576990867
1446,44942,Z7553,0.0,LRPS,22.9083611,89.2193049,,Others,,intersection,,,,Unknown,,Z7553LRPS,Z7553LRP,POINT (89.2193049 22.9083611),1017908,potential intersection,0.00010009565425242834
1447,45034,Z7553,33.07,LRPE,22.8233327,89.2713882,,Others,,intersection,490.000000000002,,,Unknown,,Z7553LRPE,Z7553LRP,POINT (89.2713882 22.8233327),1018004,potential intersection,0.00011452532471135936
1448,45035,Z7602,0.0,LRPS,22.7123889,89.0709993,,Others,,intersection,,,,Unknown,,Z7602LRPS,Z7602LRP,POINT (89.0709993 22.7123889),1018167,potential intersection,0.009716497703390038
1449,45106,Z7602,35.04,LRPE,22.4535278,89.0347219,,Others,,intersection,394.999999999996,,,Unknown,,Z7602LRPE,Z7602LRP,POINT (89.0347219 22.4535278),1045608,potential intersection,0.12956712736913784
1450,45107,Z7603,0.0,LRPS,22.7124167,89.0709993,,Others,,intersection,,,,Unknown,,Z7603LRPS,Z7603LRP,POINT (89.0709993 22.7124167),1018167,potential intersection,0.00968995839516458
1451,45215,Z7603,52.0,LRPE,22.5783882,89.3005833,,Others,,intersection,149.99999999999858,,,Unknown,,Z7603LRPE,Z7603LRP,POINT (89.3005833 22.5783882),1045296,potential intersection,3.9244490060511e-05
1452,45216,Z7604,0.0,LRPS,22.8234716,89.2719438,,Others,,intersection,,,,Unknown,,Z7604LRPS,Z7604LRP,POINT (89.2719438 22.8234716),1018003,potential intersection,0.00017560128131603
1453,45354,Z7604,63.585,LRPE,22.3488886,89.2885552,,Others,,intersection,538.0000000000039,,,Unknown,,Z7604LRPE,Z7604LRP,POINT (89.2885552 22.3488886),1045610,potential intersection,0.18245284008324464
1454,45355,Z7606,0.0,LRPS,22.8003333,89.5386663,,Others,,intersection,,,,Unknown,,Z7606LRPS,Z7606LRP,POINT (89.5386663 22.8003333),1017949,potential intersection,5.55999999960477e-05
1455,45412,Z7606,30.032,LRP029,22.5751938,89.4987497,,KmPost,,intersection,42.99999999999926,,,Unknown,,Z7606LRP029,Z7606LRP,POINT (89.4987497 22.5751938),1045402,potential intersection,0.03657977325913099
1456,45413,Z7607,0.0,LRPS,22.5814993,88.9983608,,Others,,intersection,,,,Unknown,,Z7607LRPS,Z7607LRP,POINT (88.9983608 22.5814993),1045078,potential intersection,0.00012419122352156387
1457,45423,Z7607,5.423,LRPE,22.55807589382845,88.96653409058578,,Others,,intersection,472.9999999999999,,,Unknown,,Z7607LRPE,Z7607LRP,POINT (88.96653409058578 22.55807589382845),1045078,potential intersection,0.039627619886525745
1458,45424,Z7609,0.0,LRPS,22.3055833,89.1063056,,Others,,intersection,,,,Unknown,,Z7609LRPS,Z7609LRP,POINT (89.1063056 22.3055833),1045616,potential intersection,5.560000000315313e-05
1459,45454,Z7609,10.605,LRPE,22.2682493,89.195583,,Others,,intersection,214.0000000000004,,,Unknown,,Z7609LRPE,Z7609LRP,POINT (89.195583 22.2682493),1045616,potential intersection,0.09679068312043324
1460,45455,Z7610,0.0,LRPS,22.3487497,89.288583,,Others,,intersection,,,,Unknown,,Z7610LRPS,Z7610LRP,POINT (89.288583 22.3487497),1045610,potential intersection,0.1824717982153169
1461,45490,Z7610,40.0,LRPE,22.3372219,89.1063889,,Others,,intersection,950.0000000000028,,,Unknown,,Z7610LRPE,Z7610LRP,POINT (89.1063889 22.3372219),1045610,potential intersection,0.00010009565425242834
1462,45491,Z7613,0.0,LRPS,22.7591111,89.2539167,,Others,,intersection,,,,Unknown,,Z7613LRPS,Z7613LRP,POINT (89.2539167 22.7591111),1045239,potential intersection,7.467876390171649e-05
1463,45532,Z7613,10.1,LRPE,22.7704993,89.1816382,,Others,,intersection,16.99999999999946,,,Unknown,,Z7613LRPE,Z7613LRP,POINT (89.1816382 22.7704993),1018034,potential intersection,0.00011110000001224307
1464,45533,Z7615,0.0,LRPS,22.605,89.519916,,Others,,intersection,,,,Unknown,,Z7615LRPS,Z7615LRP,POINT (89.519916 22.605),1045402,potential intersection,2.779999999802385e-05
1465,45583,Z7615,30.1,LRPE,22.6882497,89.3074722,,Others,,intersection,390.00000000000057,,,Unknown,,Z7615LRPE,Z7615LRP,POINT (89.3074722 22.6882497),1045239,potential intersection,0.08882945413844448
1466,45584,Z7617,0.0,LRPS,22.4534722,89.0348608,,Others,,intersection,,,,Unknown,,Z7617LRPS,Z7617LRP,POINT (89.0348608 22.4534722),1045608,potential intersection,0.12944539323289586
1467,45629,Z7617,27.285,LRPE,22.2373608,89.0880552,,Others,,intersection,176.9999999999996,,,Unknown,,Z7617LRPE,Z7617LRP,POINT (89.0880552 22.2373608),1045616,potential intersection,0.0706751444269487
1468,45630,Z7618,0.0,LRPS,22.5462497,89.173416,,Others,,intersection,,,,Unknown,,Z7618LRPS,Z7618LRP,POINT (89.173416 22.5462497),1045164,potential intersection,6.216268977166418e-05
1469,45714,Z7618,31.945,LRPE,22.3445552,89.1046944,,Others,,intersection,28.999999999999915,,,Unknown,,Z7618LRPE,Z7618LRP,POINT (89.1046944 22.3445552),1045608,potential intersection,0.00012419122352156387
1470,45715,Z7619,0.0,LRPS,23.0879997,89.1132778,,Others,,intersection,,,,Unknown,,Z7619LRPS,Z7619LRP,POINT (89.1132778 23.0879997),1044865,potential intersection,0.00010017888998606042
1471,45773,Z7619,24.87,LRPE,22.907,89.1389163,,Others,,intersection,19.999999999999574,,,Unknown,,Z7619LRPE,Z7619LRP,POINT (89.1389163 22.907),1044894,potential intersection,0.0026577579056544717
1472,45774,Z7701,0.0,LRPS,22.3994441,89.8136389,,Others,,intersection,,,,Unknown,,Z7701LRPS,Z7701LRP,POINT (89.8136389 22.3994441),1045902,potential intersection,0.0004312564202447714
1473,45837,Z7701,25.892,LRPE,22.4731382,89.6148056,,Others,,intersection,371.9999999999999,,,Unknown,,Z7701LRPE,Z7701LRP,POINT (89.6148056 22.4731382),1045402,potential intersection,0.16247739158516694
1474,45838,Z7702,0.0,LRPS,22.6059167,89.849583,,Others,,intersection,,,,Unknown,,Z7702LRPS,Z7702LRP,POINT (89.849583 22.6059167),1018238,potential intersection,3.924449005549577e-05
1475,45968,Z7702,52.039,LRPE,22.2116111,89.8099722,,Others,,intersection,201.99999999999818,,,Unknown,,Z7702LRPE,Z7702LRP,POINT (89.8099722 22.2116111),1049705,potential intersection,0.16610251519304817
1476,45969,Z7703,0.0,LRPS,22.6059444,89.8494997,,Others,,intersection,,,,Unknown,,Z7703LRPS,Z7703LRP,POINT (89.8494997 22.6059444),1018238,potential intersection,5.550000000198452e-05
1477,45995,Z7703,7.45,LRPE,22.6546389,89.8888052,,Others,,intersection,310.0000000000005,,,Unknown,,Z7703LRPE,Z7703LRP,POINT (89.8888052 22.6546389),1018238,potential intersection,0.06254371935094394
1478,45996,Z7704,0.0,LRPS,22.581166,89.9680827,,Others,,intersection,,,,Unknown,,Z7704LRPS,Z7704LRP,POINT (89.9680827 22.581166),1046388,potential intersection,0.005121126479592939
1479,46121,Z7704,49.064,LRPE,22.9513611,89.821916,,Others,,intersection,479.9999999999969,,,Unknown,,Z7704LRPE,Z7704LRP,POINT (89.821916 22.9513611),1009379,potential intersection,8.781645631707676e-05
1480,46122,Z7705,0.0,LRPS,22.4672771,89.8610278,,Others,,intersection,,,,Unknown,,Z7705LRPS,Z7705LRP,POINT (89.8610278 22.4672771),1045882,potential intersection,8.791131896103688e-05
1481,46147,Z7705,10.92,LRP010a,22.4665556,89.9431941,,Others,,intersection,919.9999999999999,,,Unknown,,Z7705LRP010a,Z7705LRP,POINT (89.9431941 22.4665556),1019078,potential intersection,0.049896877337159834
1482,46148,Z7706,0.0,LRPS,22.7050278,89.9665833,,Others,,intersection,,,,Unknown,,Z7706LRPS,Z7706LRP,POINT (89.9665833 22.7050278),1046039,potential intersection,0.00010009565425045847
1483,46164,Z7706,2.99,LRPE,22.70030014,89.99055130714285,,Others,,intersection,109.00000000000043,,,Unknown,,Z7706LRPE,Z7706LRP,POINT (89.99055130714285 22.70030014),1046215,potential intersection,0.0019281361404795221
1484,46165,Z7707,0.0,LRPS,22.5971108,90.0115833,,Others,,intersection,,,,Unknown,,Z7707LRPS,Z7707LRP,POINT (90.0115833 22.5971108),1046404,potential intersection,3.9244490060511e-05
1485,46292,Z7707,31.0,LRPE,22.7457219,90.0989163,,Others,,intersection,199.9999999999993,,,Unknown,,Z7707LRPE,Z7707LRP,POINT (90.0989163 22.7457219),1047613,potential intersection,8.778485063050923e-05
1486,46293,Z7708,0.0,LRPS,22.6652778,89.7583889,,Others,,intersection,,,,Unknown,,Z7708LRPS,Z7708LRP,POINT (89.7583889 22.6652778),1018206,potential intersection,5.55999999960477e-05
1487,46381,Z7708,24.5,LRPE,22.7928886,89.8763882,,Others,,intersection,10.000000000001563,,,Unknown,,Z7708LRPE,Z7708LRP,POINT (89.8763882 22.7928886),1046380,potential intersection,8.791131895317261e-05
1488,46382,Z7709,0.0,LRPS,22.5795549,89.9629444,,Others,,intersection,,,,Unknown,,Z7709LRPS,Z7709LRP,POINT (89.9629444 22.5795549),1046388,potential intersection,0.009999399999998104
1489,46405,Z7709,6.0,LRP006,22.5976386,90.0120278,,KmPost,,intersection,78.99999999999974,,,Unknown,,Z7709LRP006,Z7709LRP,POINT (90.0120278 22.5976386),1046404,potential intersection,0.0007291530703510628
1490,46406,Z7710,0.0,LRPS,22.777916,90.1623333,,Others,,intersection,,,,Unknown,,Z7710LRPS,Z7710LRP,POINT (90.1623333 22.777916),1047567,potential intersection,3.9315137031177345e-05
1491,46604,Z7710,40.0,LRPE,22.7085,89.9673049,,Others,,intersection,234.00000000000176,,,Unknown,,Z7710LRPE,Z7710LRP,POINT (89.9673049 22.7085),1046043,potential intersection,2.7800000001576564e-05
1492,46605,Z7711,0.0,LRPS,22.5013056,89.9790549,,Others,,intersection,,,,Unknown,,Z7711LRPS,Z7711LRP,POINT (89.9790549 22.5013056),1019078,potential intersection,5.5599999999600414e-05
1493,46653,Z7711,17.345,LRPE,22.3997219,89.880916,,Others,,intersection,400.9999999999998,,,Unknown,,Z7711LRPE,Z7711LRP,POINT (89.880916 22.3997219),1045902,potential intersection,0.06686060781244406
1494,46654,Z7715,0.0,LRPS,22.5792771,89.9800271,,Others,,intersection,,,,Unknown,,Z7715LRPS,Z7715LRP,POINT (89.9800271 22.5792771),1046391,potential intersection,3.931513703368949e-05
1495,46661,Z7715,2.567,LRPE,22.5957219,89.9682771,,Others,,intersection,567.0000000000002,,,Unknown,,Z7715LRPE,Z7715LRP,POINT (89.9682771 22.5957219),1045999,potential intersection,0.00017786629810957532
1496,46662,Z7716,0.0,LRPS,22.6583056,89.9543889,,Others,,intersection,,,,Unknown,,Z7716LRPS,Z7716LRP,POINT (89.9543889 22.6583056),1046022,potential intersection,0.0
1497,46697,Z7716,10.74,LRPE,22.6436941,89.8794993,,Others,,intersection,279.9999999999994,,,Unknown,,Z7716LRPE,Z7716LRP,POINT (89.8794993 22.6436941),1018238,potential intersection,0.04818390784173406
1498,46698,Z7717,0.0,LRPS,22.6551944,89.7779993,,Others,,intersection,,,,Unknown,,Z7717LRPS,Z7717LRP,POINT (89.7779993 22.6551944),1018214,potential intersection,6.211803280992554e-05
1499,46778,Z7717,33.87,LRPE,22.4817216,89.6125,,Others,,intersection,70.00000000000028,,,Unknown,,Z7717LRPE,Z7717LRP,POINT (89.6125 22.4817216),1045402,potential intersection,0.154195382597664
1500,46779,Z7718,0.0,LRPS,22.5743604,89.8515556,,Others,,intersection,,,,Unknown,,Z7718LRPS,Z7718LRP,POINT (89.8515556 22.5743604),1045849,potential intersection,0.0
1501,46814,Z7718,8.15,LRP008a,22.5633889,89.7828882,,Others,,intersection,150.00000000000034,,,Unknown,,Z7718LRP008a,Z7718LRP,POINT (89.7828882 22.5633889),1045849,potential intersection,0.06953837526869151
1502,46815,Z7719,0.0,LRPS,22.6563056,89.7754438,,Others,,intersection,,,,Unknown,,Z7719LRPS,Z7719LRP,POINT (89.7754438 22.6563056),1018212,potential intersection,0.0
1503,46822,Z7719,2.075,LRP002a,22.6427774,89.7663889,,Culvert / Others,,intersection,75.00000000000017,,,Unknown,,Z7719LRP002a,Z7719LRP,POINT (89.7663889 22.6427774),1046702,potential intersection,7.855959520890134e-05
1504,46823,Z7801,0.0,LRPS,22.7928052,89.8763604,,Others,,intersection,,,,Unknown,,Z7801LRPS,Z7801LRP,POINT (89.8763604 22.7928052),1046380,potential intersection,0.0
1505,46887,Z7801,22.855,LRPE,22.7996386,89.7350274,,Others,,intersection,205.00000000000185,,,Unknown,,Z7801LRPE,Z7801LRP,POINT (89.7350274 22.7996386),1009434,potential intersection,0.0001415566317749088
1506,46888,Z8002,0.0,LRPS,23.6980552,90.3449441,,Others,,intersection,,,,Unknown,,Z8002LRPS,Z8002LRP,POINT (90.3449441 23.6980552),1018478,potential intersection,7.855959520890134e-05
1507,46933,Z8002,23.212,LRPE,23.7929163,90.2691382,,Others,,intersection,71.99999999999918,,,Unknown,,Z8002LRPE,Z8002LRP,POINT (90.2691382 23.7929163),1004700,potential intersection,0.0021810751683549443
1508,46934,Z8003,0.0,LRPS,23.5911386,90.3116111,,Others,,intersection,,,,Unknown,,Z8003LRPS,Z8003LRP,POINT (90.3116111 23.5911386),1008585,potential intersection,0.0046840803419712
1509,46972,Z8003,11.105,LRPE,23.6374719,90.2481108,,Others,,intersection,105.00000000000043,,,Unknown,,Z8003LRPE,Z8003LRP,POINT (90.2481108 23.6374719),1018505,potential intersection,0.0002222000000102753
1510,46973,Z8004,0.0,LRPS,23.5472219,90.4874163,,Others,,intersection,,,,Unknown,,Z8004LRPS,Z8004LRP,POINT (90.4874163 23.5472219),1018388,potential intersection,0.0016255948603622595
1511,47044,Z8004,20.455,LRPE,23.5429997,90.2960274,,Others,,intersection,396.99999999999847,,,Unknown,,Z8004LRPE,Z8004LRP,POINT (90.2960274 23.5429997),1008611,potential intersection,3.9173715680823814e-05
1512,47045,Z8005,0.0,LRPS,23.6157222,90.3325271,,Others,,intersection,,,,Unknown,,Z8005LRPS,Z8005LRP,POINT (90.3325271 23.6157222),1008585,potential intersection,0.0276286827599448
1513,47091,Z8005,13.782,LRPE,23.5533889,90.4144444,,Others,,intersection,176.9999999999996,,,Unknown,,Z8005LRPE,Z8005LRP,POINT (90.4144444 23.5533889),1046999,potential intersection,0.00037068090050646846
1514,47092,Z8009,0.0,LRPS,23.56225,90.1798882,,Others,,intersection,,,,Unknown,,Z8009LRPS,Z8009LRP,POINT (90.1798882 23.56225),1048817,potential intersection,0.01927551942538498
1515,47108,Z8009,14.008,LRPE,23.6056111,90.2583889,,Others,,intersection,712.9999999999992,,,Unknown,,Z8009LRPE,Z8009LRP,POINT (90.2583889 23.6056111),1018505,potential intersection,0.03354648829207182
1516,47109,Z8011,0.0,LRPS,23.40325,90.1517222,,Others,,intersection,,,,Unknown,,Z8011LRPS,Z8011LRP,POINT (90.1517222 23.40325),1008644,potential intersection,8.781645631595208e-05
1517,47199,Z8011,34.1,LRPE,23.1889997,90.2493886,,Others,,intersection,315.00000000000483,,,Unknown,,Z8011LRPE,Z8011LRP,POINT (90.2493886 23.1889997),1018722,potential intersection,3.9244490058003386e-05
1518,47200,Z8012,0.0,LRPS,23.236333,90.3538611,,Others,,intersection,,,,Unknown,,Z8012LRPS,Z8012LRP,POINT (90.3538611 23.236333),1018916,potential intersection,0.005278757287466506
1519,47272,Z8012,28.646,LRPE,23.4190271,90.220666,,Others,,intersection,464.00000000000216,,,Unknown,,Z8012LRPE,Z8012LRP,POINT (90.220666 23.4190271),1008633,potential intersection,0.07025493853218376
1520,47273,Z8021,0.0,LRPS,23.3095833,89.998333,,Others,,intersection,,,,Unknown,,Z8021LRPS,Z8021LRP,POINT (89.998333 23.3095833),1008712,potential intersection,0.00031665302777610164
1521,47318,Z8021,16.815,LRPE,23.3118333,89.8622778,,Others,,intersection,841.0000000000011,,,Unknown,,Z8021LRPE,Z8021LRP,POINT (89.8622778 23.3118333),1009222,potential intersection,0.00015711912677938012
1522,47319,Z8023,0.0,LRPS,23.286583,89.8088333,,Others,,intersection,,,,Unknown,,Z8023LRPS,Z8023LRP,POINT (89.8088333 23.286583),1009242,potential intersection,8.791131894755528e-05
1523,47333,Z8023,6.6,LRPE,23.2797216,89.7519444,,Others,,intersection,429.9999999999997,,,Unknown,,Z8023LRPE,Z8023LRP,POINT (89.7519444 23.2797216),1042217,potential intersection,0.00012423594487715028
1524,47334,Z8031,0.0,LRPS,22.9725827,90.2222493,,Others,,intersection,,,,Unknown,,Z8031LRPS,Z8031LRP,POINT (90.2222493 22.9725827),1008843,potential intersection,3.931513703368949e-05
