,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry,id,model_type,dist
414,19961,Z1008,14.33,LRPE,23.6025833,90.9896108,,Others,,intersection,6.999999999999673,,,Unknown,,Z1008LRPE,Z1008LRP,POINT (90.9896108 23.6025833),1001395,potential intersection,2.7800000001576564e-05
415,19962,Z1009,0.0,LRPS,21.4295271,92.1041667,,Others,,intersection,,,,Unknown,,Z1009LRPS,Z1009LRP,POINT (92.1041667 21.4295271),1002169,potential intersection,0.0
416,20007,Z1009,14.216,LRPE,21.3176382,92.0931663,,Others,,intersection,103.9999999999992,,,Unknown,,Z1009LRPE,Z1009LRP,POINT (92.0931663 21.3176382),1001049,potential intersection,0.00014165468576363615
417,20008,Z1012,0.0,LRPS,22.5348608,91.9195271,,Others,,intersection,,,,Unknown,,Z1012LRPS,Z1012LRP,POINT (91.9195271 22.5348608),1001915,potential intersection,0.0001495776052760292
418,20079,Z1012,15.304,LRPE,22.4212216,91.9709993,,Others,,intersection,24.00000000000091,,,Unknown,,Z1012LRPE,Z1012LRP,POINT (91.9709993 22.4212216),1022219,potential intersection,0.03642417093771375
419,20080,Z1013,0.0,LRPS,22.00025,92.2361941,,Others,,intersection,,,,Unknown,,Z1013LRPS,Z1013LRP,POINT (92.2361941 22.00025),1026746,potential intersection,0.07106097953482955
420,20138,Z1013,20.045,LRPE,22.0449441,92.1078611,,Others,,intersection,405.00000000000114,,,Unknown,,Z1013LRPE,Z1013LRP,POINT (92.1078611 22.0449441),1000720,potential intersection,3.931513703368949e-05
421,20139,Z1016,0.0,LRPS,22.3996108,91.7573333,,Others / Others,,intersection,,,,Unknown,,Z1016LRPS,Z1016LRP,POINT (91.7573333 22.3996108),1000549,potential intersection,0.0
422,20168,Z1016,19.721,LRPE,22.2339997,91.7931108,,Others,,intersection,721.0000000000001,,,Unknown,,Z1016LRPE,Z1016LRP,POINT (91.7931108 22.2339997),1011412,potential intersection,0.08651204454249138
423,20169,Z1017,0.0,LRPS,23.5042778,90.9353886,,Others,,intersection,,,,Unknown,,Z1017LRPS,Z1017LRP,POINT (90.9353886 23.5042778),1000149,potential intersection,0.00010009565425045847
424,20227,Z1017,18.605,LRPE,23.6269716,90.9709438,,Others,,intersection,155.00000000000114,,,Unknown,,Z1017LRPE,Z1017LRP,POINT (90.9709438 23.6269716),1001405,potential intersection,2.779999999802385e-05
425,20228,Z1018,0.0,LRPS,22.2916941,91.8696382,,Others,,intersection,,,,Unknown,,Z1018LRPS,Z1018LRP,POINT (91.8696382 22.2916941),1000595,potential intersection,2.7800000001576564e-05
426,20258,Z1018,8.078,LRPE,22.2227771,91.8787771,,Others,,intersection,67.99999999999962,,,Unknown,,Z1018LRPE,Z1018LRP,POINT (91.8787771 22.2227771),1011412,potential intersection,0.00011452532472169873
427,20259,Z1019,0.0,LRPS,22.0976941,92.0749716,,Others,,intersection,,,,Unknown,,Z1019LRPS,Z1019LRP,POINT (92.0749716 22.0976941),1000700,potential intersection,7.855959521644004e-05
428,20321,Z1019,19.14,LRPE,22.0823327,91.9353886,,Others,,intersection,140.00000000000057,,,Unknown,,Z1019LRPE,Z1019LRP,POINT (91.9353886 22.0823327),1011473,potential intersection,3.9315137031177345e-05
429,20322,Z1021,0.0,LRPS,22.7770549,91.5712493,,Others,,intersection,,,,Unknown,,Z1021LRPS,Z1021LRP,POINT (91.5712493 22.7770549),1000409,potential intersection,0.00010017888998801802
430,20371,Z1021,19.875,LRPE,22.8115,91.7181382,,Others,,intersection,230.00000000000043,,,Unknown,,Z1021LRPE,Z1021LRP,POINT (91.7181382 22.8115),1010571,potential intersection,0.00021158719243483947
431,20372,Z1022,0.0,LRPS,23.380916,90.9869441,,Others,,intersection,,,,Unknown,,Z1022LRPS,Z1022LRP,POINT (90.9869441 23.380916),1023957,potential intersection,3.9315137031177345e-05
432,20402,Z1022,13.59,LRPE,23.4894163,91.0035278,,Others,,intersection,390.00000000000057,,,Unknown,,Z1022LRPE,Z1022LRP,POINT (91.0035278 23.4894163),1000162,potential intersection,6.211803280357713e-05
433,20403,Z1026,0.0,LRPS,22.2135336479638,92.03127944977376,,Others,,intersection,,,,Unknown,,Z1026LRPS,Z1026LRP,POINT (92.03127944977376 22.2135336479638),1000663,potential intersection,0.0008743338174987603
434,20462,Z1026,19.718,LRPE,22.2553889,92.1551389,,Others,,intersection,239.00000000000077,,,Unknown,,Z1026LRPE,Z1026LRP,POINT (92.1551389 22.2553889),1011082,potential intersection,0.0001388600014387302
435,20463,Z1028,0.0,LRPS,23.4813327,91.0586111,,Others,,intersection,,,,Unknown,,Z1028LRPS,Z1028LRP,POINT (91.0586111 23.4813327),1000174,potential intersection,0.0004598154521137825
436,20492,Z1028,13.28,LRPE,23.3895552,91.0548056,,Others,,intersection,119.99999999999922,,,Unknown,,Z1028LRPE,Z1028LRP,POINT (91.0548056 23.3895552),1023940,potential intersection,0.012504488944730883
437,20493,Z1029,0.0,LRPS,23.4605556,91.1644167,,Others,,intersection,,,,Unknown,,Z1029LRPS,Z1029LRP,POINT (91.1644167 23.4605556),1009908,potential intersection,0.01785070693978537
438,20536,Z1029,13.304,LRPE,23.4381386,91.0478052,,Others,,intersection,112.0000000000001,,,Unknown,,Z1029LRPE,Z1029LRP,POINT (91.0478052 23.4381386),1000174,potential intersection,0.04481638855385534
439,20537,Z1030,0.0,LRPS,23.0248327,91.3655278,,Others,,intersection,,,,Unknown,,Z1030LRPS,Z1030LRP,POINT (91.3655278 23.0248327),1000330,potential intersection,0.0
440,20598,Z1030,22.73,LRPE,22.940083,91.2809438,,Others,,intersection,10.000000000001563,,,Unknown,,Z1030LRPE,Z1030LRP,POINT (91.2809438 22.940083),1001622,potential intersection,0.0
441,20599,Z1031,0.0,LRPS,23.0614722,91.3616667,,Others,,intersection,,,,Unknown,,Z1031LRPS,Z1031LRP,POINT (91.3616667 23.0614722),1000321,potential intersection,0.0
442,20689,Z1031,35.935,LRPE,22.9298327,91.5527778,,Others,,intersection,218.00000000000352,,,Unknown,,Z1031LRPE,Z1031LRP,POINT (91.5527778 22.9298327),1000371,potential intersection,0.04013756463327353
443,20690,Z1032,0.0,LRPS,23.0393608,91.5146111,,Others,,intersection,,,,Unknown,,Z1032LRPS,Z1032LRP,POINT (91.5146111 23.0393608),1020650,potential intersection,8.781645631707676e-05
444,20729,Z1032,11.243,LRPE,22.9438886,91.5108889,,Others,,intersection,92.99999999999997,,,Unknown,,Z1032LRPE,Z1032LRP,POINT (91.5108889 22.9438886),1000360,potential intersection,6.207326316310474e-05
445,20730,Z1033,0.0,LRPS,23.0314438,91.4126389,,Others,,intersection,,,,Unknown,,Z1033LRPS,Z1033LRP,POINT (91.4126389 23.0314438),1020621,potential intersection,0.0001241912235199762
446,20797,Z1033,25.648,LRPE,23.2443052,91.45075,,Others,,intersection,135.99999999999923,,,Unknown,,Z1033LRPE,Z1033LRP,POINT (91.45075 23.2443052),1020781,potential intersection,0.036580746845297676
447,20798,Z1034,0.0,LRPS,23.0100278,91.3991108,,Others,,intersection,,,,Unknown,,Z1034LRPS,Z1034LRP,POINT (91.3991108 23.0100278),1020613,potential intersection,0.00011787472163862317
448,20868,Z1034,29.806,LRPE,22.8359719,91.4544722,,Others,,intersection,191.0000000000025,,,Unknown,,Z1034LRPE,Z1034LRP,POINT (91.4544722 22.8359719),1020848,potential intersection,0.06424265024078883
449,20869,Z1035,0.0,LRPS,23.0397497,91.5204993,,Others,,intersection,,,,Unknown,,Z1035LRPS,Z1035LRP,POINT (91.5204993 23.0397497),1020653,potential intersection,0.0009086557591943115
450,20940,Z1035,21.655,LRPE,23.2089722,91.441333,,Others,,intersection,11.000000000002785,,,Unknown,,Z1035LRPE,Z1035LRP,POINT (91.441333 23.2089722),1020781,potential intersection,5.55999999960477e-05
451,20941,Z1036,0.0,LRPS,22.1956108,92.0523056,,Others,,intersection,,,,Unknown,,Z1036LRPS,Z1036LRP,POINT (92.0523056 22.1956108),1000671,potential intersection,0.007959509422696224
452,20981,Z1036,8.814,LRPE,22.1768882,91.9848608,,Others,,intersection,54.00000000000027,,,Unknown,,Z1036LRPE,Z1036LRP,POINT (91.9848608 22.1768882),1021121,potential intersection,0.013635359316132314
453,20982,Z1037,0.0,LRPS,22.0972219,92.0472219,,Others,,intersection,,,,Unknown,,Z1037LRPS,Z1037LRP,POINT (92.0472219 22.0972219),1000698,potential intersection,0.027284811453257438
454,21021,Z1037,12.24,LRPE,22.0066111,92.0540833,,Others,,intersection,77.9999999999994,,,Unknown,,Z1037LRPE,Z1037LRP,POINT (92.0540833 22.0066111),1011607,potential intersection,0.0017579122731217131
455,21022,Z1038,0.0,LRPS,23.1897219,91.4354441,,Others,,intersection,,,,Unknown,,Z1038LRPS,Z1038LRP,POINT (91.4354441 23.1897219),1020781,potential intersection,0.020114707031925402
456,21039,Z1038,3.7,LRPE,23.189833,91.4689438,,Others,,intersection,700.0000000000002,,,Unknown,,Z1038LRPE,Z1038LRP,POINT (91.4689438 23.189833),1020781,potential intersection,0.03364132377894955
457,21040,Z1039,0.0,LRPS,22.2862497,91.9916941,,Others,,intersection,,,,Unknown,,Z1039LRPS,Z1039LRP,POINT (91.9916941 22.2862497),1000635,potential intersection,0.0
458,21094,Z1039,16.732,LRPE,22.1600278,92.0073056,,Others,,intersection,731.9999999999993,,,Unknown,,Z1039LRPE,Z1039LRP,POINT (92.0073056 22.1600278),1021084,potential intersection,0.019604006121196477
459,21095,Z1040,0.0,LRPS,22.21275,92.0308049,,Others,,intersection,,,,Unknown,,Z1040LRPS,Z1040LRP,POINT (92.0308049 22.21275),1000663,potential intersection,0.0004946054690389917
460,21148,Z1040,16.48,LRPE,22.220666,91.9090556,,Others,,intersection,94.99999999999886,,,Unknown,,Z1040LRPE,Z1040LRP,POINT (91.9090556 22.220666),1011399,potential intersection,0.0
461,21149,Z1041,0.0,LRPS,23.4669716,91.1634722,,Others,,intersection,,,,Unknown,,Z1041LRPS,Z1041LRP,POINT (91.1634722 23.4669716),1009908,potential intersection,0.02295297837972785
462,21236,Z1041,33.592,LRPE,23.7142222,91.0625278,,Others,,intersection,49.99999999999716,,,Unknown,,Z1041LRPE,Z1041LRP,POINT (91.0625278 23.7142222),1001458,potential intersection,8.339999999407155e-05
463,21237,Z1042,0.0,LRPS,23.5126389,90.871416,,Others,,intersection,,,,Unknown,,Z1042LRPS,Z1042LRP,POINT (90.871416 23.5126389),1000139,potential intersection,2.7800000001576564e-05
464,21362,Z1042,48.195,LRPE,23.7812493,90.8287493,,Others,,intersection,658.0000000000013,,,Unknown,,Z1042LRPE,Z1042LRP,POINT (90.8287493 23.7812493),1011814,potential intersection,0.0
465,21363,Z1043,0.0,LRPS,23.7775549,90.7948608,,Others,,intersection,,,,Unknown,,Z1043LRPS,Z1043LRP,POINT (90.7948608 23.7775549),1011800,potential intersection,0.0
466,21405,Z1043,13.684,LRPE,23.6816104,90.7781104,,Others,,intersection,199.9999999999993,,,Unknown,,Z1043LRPE,Z1043LRP,POINT (90.7781104 23.6816104),1011795,potential intersection,0.09645565804684382
467,21406,Z1044,0.0,LRPS,23.5306938,90.7924441,,Others,,intersection,,,,Unknown,,Z1044LRPS,Z1044LRP,POINT (90.7924441 23.5306938),1000122,potential intersection,0.0
468,21524,Z1044,40.356,LRPE,23.2509444,90.8497497,,Others,,intersection,15.000000000000568,,,Unknown,,Z1044LRPE,Z1044LRP,POINT (90.8497497 23.2509444),1010011,potential intersection,8.778485062602506e-05
469,21525,Z1045,0.0,LRPS,23.221416,91.3137222,,Others,,intersection,,,,Unknown,,Z1045LRPS,Z1045LRP,POINT (91.3137222 23.221416),1000272,potential intersection,0.0
470,21568,Z1045,21.317,LRPE,23.2384163,91.1238327,,Others,,intersection,358.00000000000057,,,Unknown,,Z1045LRPE,Z1045LRP,POINT (91.1238327 23.2384163),1010248,potential intersection,2.779999999802385e-05
471,21569,Z1046,0.0,LRPS,23.3347219,91.2711382,,Others,,intersection,,,,Unknown,,Z1046LRPS,Z1046LRP,POINT (91.2711382 23.3347219),1000235,potential intersection,2.779999999802385e-05
472,21622,Z1046,19.438,LRPE,23.2832216,91.1204438,,Others,,intersection,654.9999999999976,,,Unknown,,Z1046LRPE,Z1046LRP,POINT (91.1204438 23.2832216),1010236,potential intersection,0.019260323056999373
473,21623,Z1047,0.0,LRPS,23.28278143714289,91.12616449142864,,Others,,intersection,,,,Unknown,,Z1047LRPS,Z1047LRP,POINT (91.12616449142864 23.28278143714289),1010236,potential intersection,0.018841623602134747
474,21639,Z1047,8.0,LRPE,23.3106111,91.084333,,Others,,intersection,849.9999999999997,,,Unknown,,Z1047LRPE,Z1047LRP,POINT (91.084333 23.3106111),1009946,potential intersection,6.207326316310474e-05
475,21640,Z1048,0.0,LRPS,23.2313049,91.1204716,,Others,,intersection,,,,Unknown,,Z1048LRPS,Z1048LRP,POINT (91.1204716 23.2313049),1010252,potential intersection,0.005703895842315284
476,21730,Z1048,31.13,LRPE,23.1497219,91.3251938,,Others,,intersection,70.99999999999795,,,Unknown,,Z1048LRPE,Z1048LRP,POINT (91.3251938 23.1497219),1000291,potential intersection,0.00030676226952833273
477,21731,Z1049,0.0,LRPS,23.3488886,91.1302493,,Others,,intersection,,,,Unknown,,Z1049LRPS,Z1049LRP,POINT (91.1302493 23.3488886),1009938,potential intersection,3.9244490060511e-05
478,21775,Z1049,19.222,LRPE,23.222416,91.2365274,,Others,,intersection,156.00000000000236,,,Unknown,,Z1049LRPE,Z1049LRP,POINT (91.2365274 23.222416),1021542,potential intersection,0.0002290263958587528
479,21776,Z1050,0.0,LRPS,23.2491663,90.9569722,,Others,,intersection,,,,Unknown,,Z1050LRPS,Z1050LRP,POINT (90.9569722 23.2491663),1009983,potential intersection,7.855959521895898e-05
480,21808,Z1050,13.305,LRPE,23.342833,90.8973886,,Others,,intersection,304.9999999999997,,,Unknown,,Z1050LRPE,Z1050LRP,POINT (90.8973886 23.342833),1025457,potential intersection,0.0060326986573156095
481,21809,Z1051,0.0,LRPS,23.4386663,91.1434441,,Others,,intersection,,,,Unknown,,Z1051LRPS,Z1051LRP,POINT (91.1434441 23.4386663),1021868,potential intersection,0.000333399999998818
482,21846,Z1051,10.233,LRPE,23.4265271,91.217166,,Others,,intersection,17.000000000001236,,,Unknown,,Z1051LRPE,Z1051LRP,POINT (91.217166 23.4265271),1002288,potential intersection,0.024890572507074594
483,21847,Z1052,0.0,LRPS,23.4510278,91.2127778,,Others,,intersection,,,,Unknown,,Z1052LRPS,Z1052LRP,POINT (91.2127778 23.4510278),1002288,potential intersection,0.0
484,21913,Z1052,23.6,LRPE,23.3764716,91.0591667,,Others,,intersection,140.00000000000057,,,Unknown,,Z1052LRPE,Z1052LRP,POINT (91.0591667 23.3764716),1023937,potential intersection,3.9244490050480534e-05
485,21914,Z1053,0.0,LRPS,23.531416,90.7824438,,Others,,intersection,,,,Unknown,,Z1053LRPS,Z1053LRP,POINT (90.7824438 23.531416),1000119,potential intersection,0.0007905694150402524
486,21966,Z1053,17.612,LRPE,23.6816104,90.7781104,,Others,,intersection,257.9999999999991,,,Unknown,,Z1053LRPE,Z1053LRP,POINT (90.7781104 23.6816104),1011795,potential intersection,0.09645565804684382
487,21967,Z1054,0.0,LRPS,22.2008333,91.9530278,,Others,,intersection,,,,Unknown,,Z1054LRPS,Z1054LRP,POINT (91.9530278 22.2008333),1021129,potential intersection,0.0
488,21973,Z1054,1.675,LRPE,22.2034444,91.9678049,,Others,,intersection,10.000000000000009,,,Unknown,,Z1054LRPE,Z1054LRP,POINT (91.9678049 22.2034444),1021129,potential intersection,0.015006016380775337
489,21974,Z1055,0.0,LRPS,23.5337219,90.7249438,,Others,,intersection,,,,Unknown,,Z1055LRPS,Z1055LRP,POINT (90.7249438 23.5337219),1000103,potential intersection,0.008043396231073882
490,21977,Z1055,1.3,LRPE,23.5401386,90.71475,,Others,,intersection,290.00000000000006,,,Unknown,,Z1055LRPE,Z1055LRP,POINT (90.71475 23.5401386),1021976,potential intersection,0.002550363905411646
491,21978,Z1057,0.0,LRPS,22.2933608,91.9821382,,Others,,intersection,,,,Unknown,,Z1057LRPS,Z1057LRP,POINT (91.9821382 22.2933608),1000629,potential intersection,2.779999999802385e-05
492,21994,Z1057,5.44,LRP005a,22.3029444,92.0252493,,Others / Others,,intersection,440.0000000000004,,,Unknown,,Z1057LRP005a,Z1057LRP,POINT (92.0252493 22.3029444),1000635,potential intersection,0.037478853439369485
493,21995,Z1059,0.0,LRPS,22.2954163,91.9803049,,Others,,intersection,,,,Unknown,,Z1059LRPS,Z1059LRP,POINT (91.9803049 22.2954163),1000627,potential intersection,8.330000000000837e-05
494,22034,Z1059,11.204,LRPE,22.3851663,91.9673327,,Others,,intersection,155.00000000000114,,,Unknown,,Z1059LRPE,Z1059LRP,POINT (91.9673327 22.3851663),1022219,potential intersection,0.00023567870077296298
495,22035,Z1060,0.0,LRPS,23.7464441,90.4723049,,Others,,intersection,,,,Unknown,,Z1060LRPS,Z1060LRP,POINT (90.4723049 23.7464441),1009716,potential intersection,0.0321973163839828
496,22039,Z1060,1.568,LRPE,23.7413608,90.4613333,,Others,,intersection,241.0000000000001,,,Unknown,,Z1060LRPE,Z1060LRP,POINT (90.4613333 23.7413608),1009700,potential intersection,0.029426720054570858
497,22040,Z1061,0.0,LRPS,23.6605,90.5671104,,Others,,intersection,,,,Unknown,,Z1061LRPS,Z1061LRP,POINT (90.5671104 23.6605),1000035,potential intersection,8.330000000000837e-05
498,22056,Z1061,3.871,LRPE,23.6323604,90.5496108,,Others,,intersection,5.999999999999783,,,Unknown,,Z1061LRPE,Z1061LRP,POINT (90.5496108 23.6323604),1022256,potential intersection,2.779999999802385e-05
499,22057,Z1062,0.0,LRPS,23.5314716,90.7172216,,Others,,intersection,,,,Unknown,,Z1062LRPS,Z1062LRP,POINT (90.7172216 23.5314716),1000103,potential intersection,0.0
500,22112,Z1062,19.993,LRPE,23.4390552,90.6371108,,Others,,intersection,1584.9999999999973,,,Unknown,,Z1062LRPE,Z1062LRP,POINT (90.6371108 23.4390552),1022319,potential intersection,0.06956093117008474
501,22113,Z1063,0.0,LRPS,23.5589167,90.6559722,,Others,,intersection,,,,Unknown,,Z1063LRPS,Z1063LRP,POINT (90.6559722 23.5589167),1000083,potential intersection,0.0001145253247079129
502,22149,Z1063,17.004,LRPE,23.5487774,90.5353886,,Others,,intersection,580.0000000000018,,,Unknown,,Z1063LRPE,Z1063LRP,POINT (90.5353886 23.5487774),1048737,potential intersection,0.0033448560103482693
503,22150,Z1064,0.0,LRPS,23.6380552,90.599083,,Others,,intersection,,,,Unknown,,Z1064LRPS,Z1064LRP,POINT (90.599083 23.6380552),1022758,potential intersection,0.0002290506494227218
504,22154,Z1064,2.132,LRPE,23.6561111,90.602,,Others,,intersection,132.0000000000001,,,Unknown,,Z1064LRPE,Z1064LRP,POINT (90.602 23.6561111),1022758,potential intersection,0.01806179574820911
505,22155,Z1065,0.0,LRPS,22.3103333,91.8571111,,Others,,intersection,,,,Unknown,,Z1065LRPS,Z1065LRP,POINT (91.8571111 22.3103333),1000587,potential intersection,0.00027918753553741505
506,22238,Z1065,25.67,LRPE,22.4041944,91.9943886,,Others,,intersection,180.00000000000327,,,Unknown,,Z1065LRPE,Z1065LRP,POINT (91.9943886 22.4041944),1022219,potential intersection,0.03330925485280808
507,22239,Z1066,0.0,LRPS,23.6358052,90.5948608,,Others,,intersection,,,,Unknown,,Z1066LRPS,Z1066LRP,POINT (90.5948608 23.6358052),1000050,potential intersection,7.863027407491543e-05
508,22261,Z1066,7.271,LRPE,23.6330827,90.5258049,,Others,,intersection,304.0000000000003,,,Unknown,,Z1066LRPE,Z1066LRP,POINT (90.5258049 23.6330827),1009781,potential intersection,0.0037062917923441556
509,22262,Z1069,0.0,LRPS,23.3542222,90.7038333,,Others,,intersection,,,,Unknown,,Z1069LRPS,Z1069LRP,POINT (90.7038333 23.3542222),1024031,potential intersection,0.010138420999346132
510,22345,Z1069,61.27,LRPE,23.3542222,90.7038333,,Others,,intersection,840.0000000000034,,,Unknown,,Z1069LRPE,Z1069LRP,POINT (90.7038333 23.3542222),1024031,potential intersection,0.010138420999346132
511,22346,Z1070,0.0,LRPS,22.3191938,91.9195549,,Others,,intersection,,,,Unknown,,Z1070LRPS,Z1070LRP,POINT (91.9195549 22.3191938),1002067,potential intersection,0.0
512,22414,Z1070,18.748,LRPE,22.1892497,91.9358052,,Others,,intersection,63.00000000000239,,,Unknown,,Z1070LRPE,Z1070LRP,POINT (91.9358052 22.1892497),1021129,potential intersection,0.020755667652952985
513,22415,Z1071,0.0,LRPS,22.3000833,91.8915552,,Others,,intersection,,,,Unknown,,Z1071LRPS,Z1071LRP,POINT (91.8915552 22.3000833),1000603,potential intersection,8.330000000000837e-05
514,22424,Z1071,3.225,LRPE,22.2848052,91.9164444,,Others,,intersection,177.00000000000006,,,Unknown,,Z1071LRPE,Z1071LRP,POINT (91.9164444 22.2848052),1022365,potential intersection,0.002938445209624764
515,22425,Z1075,0.0,LRPS,21.81425,91.8708882,,Others,,intersection,,,,Unknown,,Z1075LRPS,Z1075LRP,POINT (91.8708882 21.81425),1022474,potential intersection,0.016873576296978623
516,22432,Z1075,1.912,LRPE,21.8148889,91.8537778,,Others,,intersection,327.99999999999983,,,Unknown,,Z1075LRPE,Z1075LRP,POINT (91.8537778 21.8148889),1022474,potential intersection,0.0002515409310572174
517,22433,Z1076,0.0,LRPS,21.9132778,91.8832493,,Others,,intersection,,,,Unknown,,Z1076LRPS,Z1076LRP,POINT (91.8832493 21.9132778),1022454,potential intersection,0.06024053444293227
518,22496,Z1076,18.96,LRP018,21.7709716,91.8492774,,KmPost,,intersection,960.0000000000009,,,Unknown,,Z1076LRP018,Z1076LRP,POINT (91.8492774 21.7709716),1022474,potential intersection,0.044201109874867334
519,22497,Z1081,0.0,LRPS,23.1037778,91.4310549,,Others,,intersection,,,,Unknown,,Z1081LRPS,Z1081LRP,POINT (91.4310549 23.1037778),1020753,potential intersection,6.216268978278592e-05
520,22563,Z1081,22.075,LRPE,22.948333,91.476166,,Others,,intersection,150.9999999999998,,,Unknown,,Z1081LRPE,Z1081LRP,POINT (91.476166 22.948333),1000353,potential intersection,3.9315137041225934e-05
521,22564,Z1083,0.0,LRPS,23.0269438,91.3805549,,Others,,intersection,,,,Unknown,,Z1083LRPS,Z1083LRP,POINT (91.3805549 23.0269438),1020608,potential intersection,8.791131895317261e-05
522,22574,Z1083,2.749,LRPE,23.0288049,91.4063056,,Others,,intersection,225.99999999999997,,,Unknown,,Z1083LRPE,Z1083LRP,POINT (91.4063056 23.0288049),1020619,potential intersection,0.00011780398974569065
523,22575,Z1084,0.0,LRPS,22.8594722,91.5298049,,Others,,intersection,,,,Unknown,,Z1084LRPS,Z1084LRP,POINT (91.5298049 22.8594722),1002322,potential intersection,6.207326316787235e-05
524,22654,Z1084,70.593,LRPE,22.397583,91.7509167,,Others,,intersection,3293.0000000000064,,,Unknown,,Z1084LRPE,Z1084LRP,POINT (91.7509167 22.397583),1000549,potential intersection,0.00672939287008339
525,22655,Z1086,0.0,LRPS,22.6733049,91.6280827,,Others,,intersection,,,,Unknown,,Z1086LRPS,Z1086LRP,POINT (91.6280827 22.6733049),1000446,potential intersection,0.0
526,22692,Z1086,22.66,LRPE,22.7078333,91.7831104,,Others,,intersection,320.0000000000003,,,Unknown,,Z1086LRPE,Z1086LRP,POINT (91.7831104 22.7078333),1010620,potential intersection,0.0
527,22693,Z1087,0.0,LRPS,22.5806938,91.6798604,,Others,,intersection,,,,Unknown,,Z1087LRPS,Z1087LRP,POINT (91.6798604 22.5806938),1000484,potential intersection,8.79113189599134e-05
528,22715,Z1087,12.485,LRPE,22.6009722,91.7939997,,Others,,intersection,196.99999999999918,,,Unknown,,Z1087LRPE,Z1087LRP,POINT (91.7939997 22.6009722),1010749,potential intersection,3.9244490060511e-05
529,22716,Z1088,0.0,LRPS,22.2238327,91.8426386,,Others,,intersection,,,,Unknown,,Z1088LRPS,Z1088LRP,POINT (91.8426386 22.2238327),1011412,potential intersection,0.03626578629673372
530,22756,Z1088,15.008,LRPE,22.1269993,91.8908886,,Others,,intersection,1007.9999999999991,,,Unknown,,Z1088LRPE,Z1088LRP,POINT (91.8908886 22.1269993),1011435,potential intersection,0.05247203028709875
531,22757,Z1089,0.0,LRPS,23.635833,90.5948886,,Others,,intersection,,,,Unknown,,Z1089LRPS,Z1089LRP,POINT (90.5948886 23.635833),1000050,potential intersection,8.79113189599134e-05
532,22779,Z1089,6.702,LRPE,23.6765827,90.6333049,,Others,,intersection,251.00000000000034,,,Unknown,,Z1089LRPE,Z1089LRP,POINT (90.6333049 23.6765827),1022758,potential intersection,0.05132866707581419
533,22780,Z1095,0.0,LRPS,22.4143333,91.4944441,,Others,,intersection,,,,Unknown,,Z1095LRPS,Z1095LRP,POINT (91.4944441 22.4143333),1002342,potential intersection,0.23793905385515118
534,22833,Z1095,19.948,LRPE,22.5629444,91.4601667,,Others,,intersection,568.0000000000014,,,Unknown,,Z1095LRPE,Z1095LRP,POINT (91.4601667 22.5629444),1000446,potential intersection,0.20093586791871557
535,22834,Z1098,0.0,LRPS,21.4160833,91.9844163,,Others,,intersection,,,,Unknown,,Z1098LRPS,Z1098LRP,POINT (91.9844163 21.4160833),1002181,potential intersection,0.024423822600270557
536,22972,Z1098,85.689,LRPE,20.8625833,92.2976663,,Others,,intersection,404.9999999999869,,,Unknown,,Z1098LRPE,Z1098LRP,POINT (92.2976663 20.8625833),1001175,potential intersection,0.2724727160052709
537,22973,Z1099,0.0,LRPS,20.8628611,92.2982219,,Others,,intersection,,,,Unknown,,Z1099LRPS,Z1099LRP,POINT (92.2982219 20.8628611),1001175,potential intersection,0.27242020393452665
538,23000,Z1099,9.208,LRPE,20.7907774,92.3181104,,Others,,intersection,8.000000000000895,,,Unknown,,Z1099LRPE,Z1099LRP,POINT (92.3181104 20.7907774),1001175,potential intersection,0.34683643770522066
539,23001,Z1101,0.0,LRPS,23.7130833,90.4525,,Others,,intersection,,,,Unknown,,Z1101LRPS,Z1101LRP,POINT (90.4525 23.7130833),1009700,potential intersection,0.00026204207677039645
540,23008,Z1101,4.489,LRPE,23.6828882,90.4370552,,Others,,intersection,488.9999999999999,,,Unknown,,Z1101LRPE,Z1101LRP,POINT (90.4370552 23.6828882),1018343,potential intersection,0.00014961473857695915
541,23009,Z1102,0.0,LRPS,23.6932497,90.4754993,,Others,,intersection,,,,Unknown,,Z1102LRPS,Z1102LRP,POINT (90.4754993 23.6932497),1000008,potential intersection,0.005058394319354533
542,23025,Z1102,7.165,LRPE,23.7413608,90.4613333,,Others,,intersection,99.99999999999964,,,Unknown,,Z1102LRPE,Z1102LRP,POINT (90.4613333 23.7413608),1009700,potential intersection,0.029426720054570858
543,23026,Z1121,0.0,LRPS,21.7687216,92.0740271,,Others,,intersection,,,,Unknown,,Z1121LRPS,Z1121LRP,POINT (92.0740271 21.7687216),1000823,potential intersection,0.0035527876885670983
544,23037,Z1121,3.292,LRPE,21.745833,92.0696104,,Others,,intersection,291.99999999999983,,,Unknown,,Z1121LRPE,Z1121LRP,POINT (92.0696104 21.745833),1011632,potential intersection,0.013079375858580145
545,23038,Z1123,0.0,LRPS,21.7816938,92.0407219,,Others,,intersection,,,,Unknown,,Z1123LRPS,Z1123LRP,POINT (92.0407219 21.7816938),1019590,potential intersection,0.02588481167254921
546,23041,Z1123,2.13,LRPE,21.7703049,92.0386108,,Others,,intersection,129.9999999999999,,,Unknown,,Z1123LRPE,Z1123LRP,POINT (92.0386108 21.7703049),1011632,potential intersection,0.029107136505670587
