,0_A,0_B,0_C,0_D,1_A,1_B,1_C,1_D,2_A,2_B,2_C,2_D,3_A,3_B,3_C,3_D,4_A,4_B,4_C,4_D
0,0,0,0,0,0,0,0,5,0,0,5,10,0,5,10,20,5,10,20,40
