road	Z2808
name	Biman Bandar-Badhaghat-Kumargaon (Tuker Bazar) Road
length	12
from	Biman Bandar
to	Tuker Bazar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1719
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1719&RoadNo=Z2808
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1719&RoadNo=Z2808
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1719&RoadNo=Z2808
