roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1041	1354	0	0.13	8.17	2
Z1041	1354	0.13	2.24	5.5	2
Z1041	1354	2.24	2.53	7.5	2
Z1041	1354	2.53	2.64	5.5	2
Z1041	1354	2.64	5.246	5.5	2
Z1041	1354	5.246	8.754	5.5	2
Z1041	1354	8.754	10.918	5.5	2
Z1041	1354	10.918	11.468	5.5	2
Z1041	1354	11.468	11.688	5.8	2
Z1041	1354	11.688	11.768	5.5	2
Z1041	1354	11.768	12.098	5.5	2
Z1041	1354	12.098	14.942	5.5	2
Z1041	1354	14.942	16.22	5.5	2
Z1041	1354	16.22	17.016	5.7	2
Z1041	1354	17.016	17.366	7.32	2
Z1041	1354	17.366	17.566	5.7	2
Z1041	1354	17.566	19.066	4.9	1.5
Z1041	1354	19.066	19.689	5.7	2
Z1041	1354	19.689	21.719	5.5	2
Z1041	1354	21.719	25.74	5.5	2
Z1041	1354	25.74	29.033	5.5	2
Z1041	1354	29.033	31.233	4.8	1.5
Z1041	1354	31.233	32.383	5.5	2
Z1041	1354	32.383	33.592	7.32	2
