road	Z5510
name	Akkelpur Link Road
length	1
from	Charmatha more, Akkelpur
to	Bus Stand (Int with Z5452)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1788
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1788&RoadNo=Z5510
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1788&RoadNo=Z5510
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1788&RoadNo=Z5510
