roadNo	roadId	startChainage	endChainage	width	nrLanes
R506	1364	0	0.12	5.6	2
R506	1364	0.12	1.3	5.58	2
R506	1364	1.3	2.75	5.44	1.5
R506	1364	2.75	4.2	5.38	1.5
R506	1364	4.2	5.5	5.41	1.5
R506	1364	5.5	5.78	5.46	1.5
R506	1364	5.78	7.25	6.1	2
R506	1364	7.25	9.7	5.58	2
R506	1364	9.7	11.25	5.58	2
R506	1364	11.25	12.8	5.59	2
R506	1364	12.8	14.2	5.61	2
R506	1364	14.2	15.7	5.61	2
R506	1364	15.7	17.2	5.62	2
R506	1364	17.2	18.65	5.59	2
R506	1364	18.65	20.1	5.61	2
R506	1364	20.1	21.7	5.58	2
R506	1364	21.7	23.3	5.57	2
R506	1364	23.3	24.85	5.58	2
R506	1364	24.85	26.1	5.59	2
R506	1364	26.1	27.4	5.6	2
R506	1364	27.4	28.9	5.6	2
R506	1364	28.9	30.2	5.6	2
R506	1364	30.2	31.45	5.59	2
R506	1364	31.45	32.8	5.5	2
R506	1364	32.8	34.1	5.58	2
R506	1364	34.1	35.4	5.6	2
R506	1364	35.4	36.11	5.57	2
R506	1364	36.11	37.45	7.34	2
R506	1364	37.45	39.7	5.61	2
R506	1364	39.7	40.9	5.58	2
R506	1364	40.9	42.1	5.61	2
R506	1364	42.1	43.4	5.61	2
R506	1364	43.4	44.8	5.61	2
R506	1364	44.8	46.4	5.6	2
R506	1364	46.4	48.2	5.61	2
R506	1364	48.2	49.7	5.57	2
R506	1364	49.7	51.9	5.58	2
R506	1364	51.9	51.97	10.4	3
R506	1364	51.97	52.47	6.1	2
R506	1364	52.47	53.05	8.6	2
R506	1364	53.05	53.733	9.5	3
