road	R210
name	Shahepratap-Narsingdi Road
length	5
from	Shahepratap
to	Narsingdi
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1416
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1416&RoadNo=R210
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1416&RoadNo=R210
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1416&RoadNo=R210
