roadNo	roadId	startChainage	endChainage	width	nrLanes
Z5010	1129	0	0.02	10.4	3
Z5010	1129	0.02	0.04	13	4
Z5010	1129	0.04	0.803	5.8	2
Z5010	1129	0.803	1.12	5	1.5
Z5010	1129	1.12	1.496	5.5	2
Z5010	1129	1.496	2.042	4.7	1.5
Z5010	1129	2.042	5.807	4.7	1.5
Z5010	1129	5.807	6.097	5.2	1.5
Z5010	1129	6.097	7.812	3.8	1
Z5010	1129	7.812	10.707	3.9	1
Z5010	1129	10.707	10.967	7.8	2
Z5010	1129	10.967	11.727	6.8	2
Z5010	1129	11.727	12.93	5.4	1.5
Z5010	1129	12.93	15.887	5.6	2
Z5010	1129	15.887	24.367	5.9	2
Z5010	1129	24.367	27.598	5.5	2
Z5010	1129	27.598	28.861	4.8	1.5
