roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7708	1181	0	0.074	35	4
Z7708	1181	0.074	2	3.7	1
Z7708	1181	2	4.091	3.7	1
Z7708	1181	4.091	6	3.7	1
Z7708	1181	6	7.096	5.5	2
Z7708	1181	7.096	8.747	3.7	1
Z7708	1181	8.747	9.98	3.7	1
Z7708	1181	9.98	10.78	5.5	2
Z7708	1181	10.78	11.79	3.7	1
Z7708	1181	11.79	12.985	3.7	1
Z7708	1181	12.985	14.27	5.5	2
Z7708	1181	14.27	17.845	3.7	1
Z7708	1181	17.845	17.987	5.5	2
Z7708	1181	17.987	21.882	3.7	1
Z7708	1181	21.882	23.02	5.5	2
Z7708	1181	23.02	23.58	3.7	1
Z7708	1181	23.58	24.5	5.5	2
