road	Z1618
name	Bhatiari - Hathajari Road
length	11
from	Bhatiari
to	Hathajari
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1017
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1017&RoadNo=Z1618
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1017&RoadNo=Z1618
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1017&RoadNo=Z1618
