road	R113
name	Madanpur-Madanganj-Sayedpur Road
length	12
from	Madanpur
to	Sayedpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1386
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1386&RoadNo=R113
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1386&RoadNo=R113
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1386&RoadNo=R113
