road	R601
name	Pabna-Sujanagar-Natakhola Ferry Ghat (Baderhat) Road
length	52
from	Pabna
to	Baderhat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1370
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1370&RoadNo=R601
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1370&RoadNo=R601
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1370&RoadNo=R601
