road	Z5901
name	Lalmonirhat-Phulbari Road
length	9
from	Lalmonirhat (Mission More)
to	Phulbari (Kulaghat Ferryghat)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1583
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1583&RoadNo=Z5901
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1583&RoadNo=Z5901
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1583&RoadNo=Z5901
