road	R506
name	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
length	54
from	Barangail
to	Tangail
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1364
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1364&RoadNo=R506
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1364&RoadNo=R506
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1364&RoadNo=R506
