roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1402	1323	0	0.05	22	4
Z1402	1323	0.05	6.022	5.5	2
Z1402	1323	6.022	7.682	5.5	2
Z1402	1323	7.682	8.882	5.5	2
Z1402	1323	8.882	9.802	3.65	1
Z1402	1323	9.802	10.182	3.3	1
Z1402	1323	10.182	10.607	4.6	1.5
Z1402	1323	10.607	11.877	4.9	1.5
Z1402	1323	11.877	12.997	5.5	2
Z1402	1323	12.997	13.277	5.5	2
Z1402	1323	13.277	13.777	3.65	1
Z1402	1323	13.777	14.427	5.5	2
Z1402	1323	14.427	15.107	5.5	2
Z1402	1323	15.107	15.457	3.65	1
Z1402	1323	15.457	16.057	5.5	2
Z1402	1323	16.057	17.327	3.7	1
Z1402	1323	17.327	18.118	5.5	2
Z1402	1323	18.118	18.848	3.65	1
Z1402	1323	18.848	19.85	5.5	2
Z1402	1323	19.85	26.217	3.7	1
Z1402	1323	26.217	32.517	5.5	2
Z1402	1323	32.517	32.917	3.65	1
Z1402	1323	32.917	33.917	5.5	2
Z1402	1323	33.917	34.767	3.65	1
Z1402	1323	34.767	35.267	5.5	2
Z1402	1323	35.267	35.917	3.65	1
Z1402	1323	35.917	36.217	5.5	2
Z1402	1323	36.217	36.467	5.5	2
Z1402	1323	36.467	36.637	5.5	2
Z1402	1323	36.637	36.837	5.5	2
Z1402	1323	36.837	37.917	5.5	2
Z1402	1323	37.917	38.217	3.7	1
Z1402	1323	38.217	38.597	5.5	2
Z1402	1323	38.597	38.917	3.7	1
Z1402	1323	38.917	39.367	5.5	2
Z1402	1323	39.367	40.367	3.7	1
Z1402	1323	40.367	43.517	5.5	2
Z1402	1323	43.517	43.849	5.5	2
