road	R712
name	Tottipur at R771-Machpara Link Road
length	2
from	Tottipur
to	Machpara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1443
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1443&RoadNo=R712
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1443&RoadNo=R712
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1443&RoadNo=R712
