road	Z1448
name	Chanderhat-Bashurhat Road
length	7
from	Chanderhat
to	Bashurhat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1069
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1069&RoadNo=Z1448
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1069&RoadNo=Z1448
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1069&RoadNo=Z1448
