road	R504
name	Hemayetpur - Singair - Manikgonj
length	34
from	Hemayetpur
to	Manikgonj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=844
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=844&RoadNo=R504
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=844&RoadNo=R504
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=844&RoadNo=R504
