road	R282
name	Juri-Lathitila Road
length	17
from	Juri
to	Lathitila
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=901
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=901&RoadNo=R282
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=901&RoadNo=R282
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=901&RoadNo=R282
