road	R302
name	Kaliganj Bazr Road
length	7
from	Kaliganj Bazar
to	Ghorashal Bridge
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1498
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1498&RoadNo=R302
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1498&RoadNo=R302
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1498&RoadNo=R302
