road	Z1070
name	Patiya (Moneswartek)-Anowara (Kasturighat) Road
length	19
from	Manoshertek
to	Kasturighat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=958
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=958&RoadNo=Z1070
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=958&RoadNo=Z1070
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=958&RoadNo=Z1070
