road	Z5202
name	Nandigram (Omarpur)-Talora-Dhupchachhia-Zianagar-Akkelpur (Gopinathpur) Road
length	46
from	Omarpur
to	Gopinathpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1161
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1161&RoadNo=Z5202
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1161&RoadNo=Z5202
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1161&RoadNo=Z5202
