roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3601	1279	0	0.3	5.6	2
Z3601	1279	0.3	1.3	3.6	1
Z3601	1279	1.3	2.3	3.62	1
Z3601	1279	2.3	2.9	3.6	1
Z3601	1279	2.9	4.6	3.62	1
Z3601	1279	4.6	5.1	3.62	1
Z3601	1279	5.1	6.85	3.61	1
Z3601	1279	6.85	8.13	3.62	1
Z3601	1279	8.13	9.2	4.92	1.5
Z3601	1279	9.2	10.8	4.94	1.5
Z3601	1279	10.8	11.6	4.88	1.5
Z3601	1279	11.6	13.2	4.89	1.5
Z3601	1279	13.2	14.7	4.9	1.5
Z3601	1279	14.7	15.9	3.62	1
Z3601	1279	15.9	17.615	3.6	1
Z3601	1279	20.72	24.582	5.5	2
Z3601	1279	24.582	29.459	5.5	2
Z3601	1279	30.142	31.72	5.5	2
Z3601	1279	32.181	32.95	5.5	2
Z3601	1279	32.95	35.932	5.5	2
Z3601	1279	36.08	37.108	5.5	2
