roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1605	1432	0	1.05	4.1	1.5
Z1605	1432	1.05	2.4	3.71	1
Z1605	1432	2.4	3.9	3.7	1
Z1605	1432	3.9	5.4	3.69	1
Z1605	1432	5.4	7.1	3.72	1
Z1605	1432	7.1	8.6	3.68	1
Z1605	1432	8.6	10.1	3.69	1
Z1605	1432	10.1	11.6	3.7	1
Z1605	1432	11.6	12.9	3.71	1
Z1605	1432	12.9	14.4	3.72	1
Z1605	1432	14.4	15.8	3.66	1
Z1605	1432	15.8	17.3	3.62	1
Z1605	1432	17.3	18.7	3.69	1
Z1605	1432	18.7	20.3	3.67	1
Z1605	1432	20.3	21.75	3.68	1
Z1605	1432	21.75	22.9	3.64	1
Z1605	1432	22.9	24.4	3.68	1
Z1605	1432	24.4	26.1	3.7	1
Z1605	1432	26.1	27.7	3.67	1
Z1605	1432	27.7	28.9	3.68	1
Z1605	1432	28.9	30.2	3.64	1
Z1605	1432	30.2	31.7	3.67	1
Z1605	1432	31.7	33.1	3.66	1
Z1605	1432	33.1	34.9	3.67	1
Z1605	1432	34.9	36.3	3.65	1
Z1605	1432	36.3	37.85	3.72	1
Z1605	1432	37.85	39.25	3.69	1
Z1605	1432	39.25	40.444	3.78	1
