road	Z3005
name	Bhasantek (Cantonment)-Dewanpara-Kalsiberibandh Road
length	3
from	Bhasantek
to	Kalsi Beribandh
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1206
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1206&RoadNo=Z3005
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1206&RoadNo=Z3005
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1206&RoadNo=Z3005
