roadNo	roadId	startChainage	endChainage	width	nrLanes
R203	1491	0	0.05	20.5	4
R203	1491	0.05	8.96	5.5	2
R203	1491	8.96	9.1	5.5	2
R203	1491	9.1	9.2	20	4
R203	1491	9.2	9.3	5.5	2
R203	1491	9.3	9.59	7.32	2
R203	1491	9.59	15.13	5.5	2
R203	1491	15.13	15.24	7.32	2
R203	1491	15.24	17.813	5.5	2
R203	1491	17.813	18.14	5.5	2
R203	1491	19.88	20.39	5.5	2
R203	1491	20.39	35.852	3.65	1
R203	1491	35.852	35.952	3.7	1
R203	1491	35.952	39.752	3.65	1
R203	1491	39.752	40.007	3.65	1
R203	1491	40.007	49.282	3.65	1
R203	1491	49.282	49.372	3.65	1
R203	1491	49.372	57.287	3.65	1
R203	1491	57.287	58.117	3.65	1
R203	1491	58.117	58.287	3.8	1
R203	1491	58.287	58.797	4	1.5
R203	1491	58.797	59.127	5.5	2
R203	1491	59.127	63.037	4	1.5
R203	1491	63.037	64.087	3.05	1
R203	1491	64.087	64.117	3.05	1
R203	1491	64.117	65.547	3.3	1
R203	1491	65.547	66.587	3.65	1
R203	1491	66.587	68.687	3.65	1
R203	1491	68.687	69.277	4	1.5
R203	1491	69.277	70.147	3.3	1
R203	1491	70.147	70.472	4	1.5
R203	1491	70.472	72.877	4	1.5
R203	1491	72.877	74.197	3.5	1
R203	1491	74.197	76.197	3.65	1
