road	Z6805
name	Rahonpur-Bholahati BDR Camp Road
length	29
from	Rohonpur
to	BDR camp
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1085
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1085&RoadNo=Z6805
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1085&RoadNo=Z6805
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1085&RoadNo=Z6805
