road	Z1482
name	Bakila-Tekerhat-Janatabazar-Matlab Dakhin (Narayanpur) Road
length	17
from	Bakila
to	Narayanpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1063
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1063&RoadNo=Z1482
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1063&RoadNo=Z1482
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1063&RoadNo=Z1482
