roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1405	908	0	0.085	26	4
Z1405	908	0.085	0.55	8.3	2
Z1405	908	0.55	1.48	7.5	2
Z1405	908	1.48	2.048	7.8	2
Z1405	908	2.048	2.988	5.7	2
Z1405	908	2.988	3.171	8.5	2
Z1405	908	3.171	7.778	5.7	2
Z1405	908	7.778	8.733	7.3	2
Z1405	908	8.733	15.487	5.8	2
Z1405	908	15.487	16.341	10	3
Z1405	908	16.341	18.729	5.7	2
Z1405	908	18.729	21.48	8.5	2
Z1405	908	21.48	21.99	7.3	2
Z1405	908	21.99	22.09	9	3
Z1405	908	22.09	23.712	5.7	2
Z1405	908	23.712	23.912	7.3	2
Z1405	908	23.912	24.949	5.7	2
Z1405	908	24.949	25.149	10.5	3
Z1405	908	25.149	29.916	5.6	2
Z1405	908	29.916	30.066	10	3
Z1405	908	30.066	30.966	5.7	2
Z1405	908	30.966	31.266	9	3
Z1405	908	31.266	31.59	5.5	2
Z1405	908	31.59	31.72	8.5	2
Z1405	908	31.72	34.963	5.6	2
Z1405	908	34.963	36.172	6	2
Z1405	908	36.172	36.322	7.32	2
Z1405	908	36.322	39.223	5.6	2
Z1405	908	39.223	39.634	9.5	3
Z1405	908	39.634	39.854	6	2
Z1405	908	39.854	40.908	5.8	2
Z1405	908	40.908	63.133	5.5	2
Z1405	908	63.133	63.252	6.5	2
Z1405	908	63.252	68.991	5.5	2
Z1405	908	68.991	69.141	7.3	2
Z1405	908	69.141	70.137	5.5	2
Z1405	908	70.137	70.207	6.5	2
Z1405	908	70.207	71.689	6	2
