road	Z3037
name	Bhoradoba-Sagardighi-Ghatail-Bhuanpur Road
length	61
from	Bharadoba
to	Bhuapur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1213
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1213&RoadNo=Z3037
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1213&RoadNo=Z3037
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1213&RoadNo=Z3037
