road	Z7715
name	Pirojpur-Nazirpur By-Pass Road
length	3
from	CO office More
to	Brahmonkati
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=878
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=878&RoadNo=Z7715
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=878&RoadNo=Z7715
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=878&RoadNo=Z7715
