road	R241
name	Auskandi-Raniganj-Jagannathpur-Pagla Road
length	45
from	Auskandi
to	Pagla
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1381
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1381&RoadNo=R241
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1381&RoadNo=R241
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1381&RoadNo=R241
