roadNo	roadId	startChainage	endChainage	width	nrLanes
Z4801	1424	0	0.8	5.7	2
Z4801	1424	0.8	1.76	5.7	2
Z4801	1424	1.76	3.6	5.68	2
Z4801	1424	3.6	4.8	5.69	2
Z4801	1424	4.8	6.2	5.67	2
Z4801	1424	6.2	7.5	5.69	2
Z4801	1424	7.5	9.1	5.68	2
Z4801	1424	9.1	11.3	5.66	2
Z4801	1424	11.3	13.4	5.64	2
Z4801	1424	13.4	15.3	5.69	2
Z4801	1424	15.3	17.6	5.69	2
Z4801	1424	17.6	20.2	5.68	2
Z4801	1424	20.2	22.4	5.65	2
Z4801	1424	22.4	23.9	5.69	2
Z4801	1424	23.9	25.6	5.69	2
Z4801	1424	25.6	26.97	7	2
Z4801	1424	26.97	27.9	5.7	2
Z4801	1424	27.9	28.052	5.69	2
