road	Z5025
name	Rangpur-Badarganj-Parbatipur-Dinajpur Road
length	66
from	Rangpur (Bus Terminal)
to	Dinajpur (Kumarpara)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1036
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1036&RoadNo=Z5025
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1036&RoadNo=Z5025
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1036&RoadNo=Z5025
