road	Z1123
name	Moronguna-Darbeshghata Road
length	2
from	Moronguna
to	Darbeshghata
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1730
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1730&RoadNo=Z1123
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1730&RoadNo=Z1123
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1730&RoadNo=Z1123
