road	Z5046
name	Ullahpara-Purnimagati-Taras Road
length	26
from	Ullahpara
to	Taras
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1116
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1116&RoadNo=Z5046
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1116&RoadNo=Z5046
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1116&RoadNo=Z5046
