road	Z7702
name	Signboard-Morelganj-Sharankhola-Rainda-Bogi Road
length	52
from	Signboard
to	Bogi
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1028
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1028&RoadNo=Z7702
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1028&RoadNo=Z7702
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1028&RoadNo=Z7702
