roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7710	1135	0	0.01	7.3	2
Z7710	1135	0.01	0.339	5.5	2
Z7710	1135	0.339	0.546	3.7	1
Z7710	1135	0.546	1.341	3.7	1
Z7710	1135	1.341	1.504	3	1
Z7710	1135	2.32	8.47	3.7	1
Z7710	1135	8.47	8.744	7	2
Z7710	1135	8.744	9.44	3.67	1
Z7710	1135	9.76	10.16	3.7	1
Z7710	1135	10.16	11.78	3.7	1
Z7710	1135	11.78	14.03	6.3	2
Z7710	1135	14.03	14.83	4.5	1.5
Z7710	1135	14.83	15.59	7	2
Z7710	1135	15.59	16.713	4.5	1.5
Z7710	1135	16.713	17.245	7	2
Z7710	1135	23.029	23.319	3	1
Z7710	1135	23.319	34.659	3.7	1
Z7710	1135	34.7	40	3.7	1
