road	R110
name	Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
length	19
from	Jatrabari
to	Chasara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1446
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1446&RoadNo=R110
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1446&RoadNo=R110
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1446&RoadNo=R110
