road	Z6022
name	Ishwardi-Kadamchilan (Pabna-Natore Highway) Road
length	17
from	Ishwardi
to	Kadamchilan
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1046
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1046&RoadNo=Z6022
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1046&RoadNo=Z6022
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1046&RoadNo=Z6022
