road	R480
name	Elenga-Bhuanpur (Char Gabsara) Road
length	22
from	Elenga
to	Bhuanpur (Char Gabsara, Gobindashi bazar)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1401
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1401&RoadNo=R480
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1401&RoadNo=R480
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1401&RoadNo=R480
