road	Z1135
name	Konkakhali-Demushian Road
length	3
from	Konkakhali
to	Demushian
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1731
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1731&RoadNo=Z1135
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1731&RoadNo=Z1135
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1731&RoadNo=Z1135
