road	Z8121
name	Rikkabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Kacharir more) Road
length	37
from	Rikkabibazar
to	Munshiganj (Kacharirmore)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1505
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1505&RoadNo=Z8121
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1505&RoadNo=Z8121
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1505&RoadNo=Z8121
