road	Z6005
name	Sahibpur - Dirgapur - Taherpur Road
length	23
from	Sahibpur
to	Taherpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=879
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=879&RoadNo=Z6005
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=879&RoadNo=Z6005
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=879&RoadNo=Z6005
