road	Z7553
name	Keshabpur -Betgram Road
length	33
from	Keshabpur
to	Betgram
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=931
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=931&RoadNo=Z7553
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=931&RoadNo=Z7553
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=931&RoadNo=Z7553
