road	Z3036
name	Saheb Ali Road (Mymensingh Notun Bazar to Trishal Bus Stand) Road
length	1
from	Notun Bazar
to	Trishal Bus Stand
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1657
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1657&RoadNo=Z3036
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1657&RoadNo=Z3036
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1657&RoadNo=Z3036
