road	Z7042
name	Srifaltala-Senerbazar Road
length	5
from	Sriphaltala
to	Sener Bazar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1009
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1009&RoadNo=Z7042
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1009&RoadNo=Z7042
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1009&RoadNo=Z7042
