road	R812
name	Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road
length	42
from	Fatullah (Panchaboti)
to	Mawa
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1417
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1417&RoadNo=R812
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1417&RoadNo=R812
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1417&RoadNo=R812
