road	Z8201
name	Kamrangirchar (Purba Rasulpur)-Kurerghat-Shialkhali-Asrafabad-Nuria Madrasha-Keraniganj (Konakhola) Road
length	7
from	Purbo Rasulpur
to	Konakhola
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1289
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1289&RoadNo=Z8201
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1289&RoadNo=Z8201
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1289&RoadNo=Z8201
