road	R372
name	Shambhuganj-Puratan Ferry Ghat Road
length	2
from	Mymensingh
to	Shambhuganj Ferry Ghat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1760
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1760&RoadNo=R372
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1760&RoadNo=R372
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1760&RoadNo=R372
