roadNo	roadId	startChainage	endChainage	width	nrLanes
Z2823	1290	0	1.79	5.42	1.5
Z2823	1290	1.79	3.4	5.43	1.5
Z2823	1290	3.4	3.8	5.4	1.5
Z2823	1290	3.8	4.9	3.7	1
Z2823	1290	4.9	6.4	3.62	1
Z2823	1290	6.4	7.85	3.56	1
Z2823	1290	7.85	9.2	3.6	1
Z2823	1290	9.2	10.85	3.6	1
Z2823	1290	10.85	12.3	3.6	1
Z2823	1290	12.3	13.75	3.51	1
Z2823	1290	13.75	14.2	3.51	1
Z2823	1290	14.2	15.7	3.5	1
Z2823	1290	15.7	16.92	3.48	1
Z2823	1290	16.92	18.25	3.51	1
Z2823	1290	18.25	19.4	3.49	1
Z2823	1290	19.4	20.3	3.54	1
Z2823	1290	20.3	21.55	3.54	1
Z2823	1290	21.55	22.38	3.52	1
