road	Z5024
name	Modhupur-Shampur Road
length	8
from	Modhupur
to	Shampur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1039
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1039&RoadNo=Z5024
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1039&RoadNo=Z5024
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1039&RoadNo=Z5024
