road	Z8604
name	Madaripur-Kalkini-Bhurghata Road
length	19
from	Madaripur
to	Bhurghata
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1131
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1131&RoadNo=Z8604
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1131&RoadNo=Z8604
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1131&RoadNo=Z8604
