road	R151
name	Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road
length	48
from	Baraiyerhat
to	Haidchokia
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1377
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1377&RoadNo=R151
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1377&RoadNo=R151
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1377&RoadNo=R151
