road	R364
name	Battoli at R360-Kishoreganj Road
length	3
from	Battoli
to	Kishoreganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1691
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1691&RoadNo=R364
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1691&RoadNo=R364
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1691&RoadNo=R364
