road	Z6024
name	Chinakhora (Pabna-Nagarbari National Highway)-Sujanagar Road
length	11
from	Chinakhora
to	Sujanagar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1001
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1001&RoadNo=Z6024
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1001&RoadNo=Z6024
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1001&RoadNo=Z6024
