road	R771
name	Rupsha-Fakirhat-Bagerhat Road
length	31
from	Rupsha (East)
to	Bagerhat (Khan Jahan Ali (R) Mazar)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=904
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=904&RoadNo=R771
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=904&RoadNo=R771
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=904&RoadNo=R771
