road	Z6034
name	Faridpur Upazilla Connecting Road
length	3
from	Faridpur Upazilla
to	Faridpur Upazilla
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1048
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1048&RoadNo=Z6034
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1048&RoadNo=Z6034
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1048&RoadNo=Z6034
