road	Z5554
name	Gaibandha-Nakaihat-Gobindaganj Road
length	29
from	Gobindaganj
to	Gaibandha
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1138
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1138&RoadNo=Z5554
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1138&RoadNo=Z5554
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1138&RoadNo=Z5554
