road	Z5010
name	Rangpur-Shahebganj-Mahiganj-Pirgachha Road
length	29
from	Rangpur (Shapla More)
to	Pirgachha
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1129
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1129&RoadNo=Z5010
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1129&RoadNo=Z5010
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1129&RoadNo=Z5010
