road	Z8704
name	Jhalokati-Nabagram-Gava-Ekshirapara Road
length	19
from	Jhalokati
to	Ekshirapara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1454
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1454&RoadNo=Z8704
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1454&RoadNo=Z8704
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1454&RoadNo=Z8704
